portal_index,season,player_name,normalized_player_name,origin,destination,destination_team_id,destination_team_name,destination_match_status,position,portal_position_group,position_semantics,transfer_date,cutoff_status,in_model_relevant_population,defensive_candidate,identity_join_method,identity_status,experience_status,impact_status,prior_position,prior_position_group,prior_player_id,prior_team_games,prior_defensive_games,prior_defensive_experience,prior_defensive_impact,prior_stats
10286,2025,Jay Hardy,jay hardy,Liberty,Auburn,2,Auburn,exact_normalized_name,DL,dl_edge,defensive,2025-04-20,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DL,dl_edge,4429123,12,5,0.4166666666666667,-0.45300314708263284,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 1.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 2.0, ""tackles"": 7.0, ""tackles_for_loss"": 0.5}"
10287,2025,Eli Freeman,eli freeman,Ball State,Lindenwood,,,not_in_fbs,IOL,,non_defensive,2025-05-02,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10288,2025,AJ Odom,aj odom,Memphis,Bowling Green,189,Bowling Green,exact_normalized_name,EDGE,dl_edge,defensive,2025-05-07,on_or_before_cutoff,True,True,normalized_name_source_team,position_mismatch,position_mismatch,position_mismatch,LB,lb,4879818,,,,,{}
10289,2025,Damien Taylor,damien taylor,Troy,Ole Miss,145,Ole Miss,exact_normalized_name,RB,,non_defensive,2025-04-20,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10290,2025,Hinckley Ropati,hinckley ropati,BYU,,,,missing_name,RB,,non_defensive,2025-04-26,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10291,2025,Deion Brown,deion brown,Eastern Michigan,Indiana State,,,not_in_fbs,RB,,non_defensive,2025-05-05,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10292,2025,CharMar Brown,charmar brown,North Dakota State,Miami,2390,Miami,exact_normalized_name,RB,,non_defensive,2025-04-30,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10293,2025,Hunter Smith,hunter smith,Tarleton State,,,,missing_name,IOL,,non_defensive,2025-05-05,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10294,2025,Byron Cardwell Jr.,byron cardwell jr,California,San Diego State,21,San Diego State,exact_normalized_name,RB,,non_defensive,2025-05-16,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10295,2025,Ladarian Paulk,ladarian paulk,West Florida,East Carolina,151,East Carolina,exact_normalized_name,S,db,defensive,2025-04-21,on_or_before_cutoff,True,True,none,source_data_unavailable,source_data_unavailable,source_data_unavailable,,,,,,,,{}
10296,2025,Robbie Pizzolato,robbie pizzolato,Tulane,,,,missing_name,IOL,,non_defensive,2025-04-24,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10297,2025,Louis Brown IV,louis brown iv,Colorado State,Baylor,239,Baylor,exact_normalized_name,WR,,non_defensive,2025-05-13,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10298,2025,Brandon Rehmann,brandon rehmann,West Virginia,Delaware,48,Delaware,exact_normalized_name,WR,,non_defensive,2025-05-15,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10299,2025,Mason Ferguson,mason ferguson,North Texas,UTEP,2638,UTEP,exact_normalized_name,WR,,non_defensive,2025-05-14,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10300,2025,Ronald Cooper,ronald cooper,Georgia State,Mercer,,,not_in_fbs,CB,db,defensive,2025-05-14,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10301,2025,Brandon Campbell,brandon campbell,Massachusetts,Prairie View A&M,,,not_in_fbs,RB,,non_defensive,2025-04-22,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10302,2025,Jayden Williams,jayden williams,Florida Atlantic,UCF,2116,UCF,exact_normalized_name,CB,db,defensive,2025-04-23,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DB,db,4709684,12,6,0.5,0.8852255481941618,"{""fumble_recoveries"": 1.0, ""interceptions"": 2.0, ""passes_defended"": 1.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 12.0, ""tackles"": 25.0, ""tackles_for_loss"": 0.5}"
10303,2025,Nick Fattig,nick fattig,Texas Tech,Stanford,24,Stanford,exact_normalized_name,IOL,,non_defensive,2025-04-28,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10304,2025,Benjamin Hall,benjamin hall,Michigan,North Carolina,153,North Carolina,exact_normalized_name,RB,,non_defensive,2025-04-21,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10305,2025,Naki Fahina,naki fahina,New Mexico State,Utah State,328,Utah State,exact_normalized_name,DL,dl_edge,defensive,2025-04-23,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DT,dl_edge,4427161,12,9,0.75,0.34339123265631216,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 2.0, ""sacks"": 0.0, ""solo_tackles"": 9.0, ""tackles"": 29.0, ""tackles_for_loss"": 1.0}"
10306,2025,Karmello English,karmello english,West Georgia,Coastal Carolina,324,Coastal Carolina,exact_normalized_name,WR,,non_defensive,2025-04-27,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10307,2025,Jaden Ball,jaden ball,Purdue,Minnesota,135,Minnesota,exact_normalized_name,IOL,,non_defensive,2025-04-22,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10308,2025,Eric Karner,eric karner,Texas A&M,Miami (OH),193,Miami (OH),exact_normalized_name,TE,,non_defensive,2025-04-25,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10309,2025,Blake Bradford,blake bradford,App State,Gardner-Webb,,,not_in_fbs,OT,,non_defensive,2025-04-30,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10310,2025,Nico Dowdell,nico dowdell,Georgia Tech,,,,missing_name,S,db,defensive,2025-06-30,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10311,2025,Jordan Herman,jordan herman,Charlotte,Sacramento State,,,not_in_fbs,OT,,non_defensive,2025-04-24,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10312,2025,Zeke Campbell,zeke campbell,Louisiana Tech,Coastal Carolina,324,Coastal Carolina,exact_normalized_name,EDGE,dl_edge,defensive,2025-05-03,on_or_before_cutoff,True,True,none,identity_resolution_failure,identity_resolution_failure,identity_resolution_failure,,,,,,,,{}
10313,2025,Wallace Unamba,wallace unamba,Kentucky,Virginia,258,Virginia,exact_normalized_name,OT,,non_defensive,2025-04-20,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10314,2025,Cooper Blomstrom,cooper blomstrom,Georgetown,,,,missing_name,EDGE,dl_edge,defensive,2025-05-26,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10315,2025,Ajani Sheppard,ajani sheppard,Rutgers,Washington State,265,Washington State,exact_normalized_name,QB,,non_defensive,2025-04-23,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10316,2025,Justin Williams-Thomas,justin williams-thomas,California,Marshall,276,Marshall,exact_normalized_name,RB,,non_defensive,2025-04-28,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10317,2025,Gabe Hoffmann,gabe hoffmann,Eastern Michigan,Idaho,,,not_in_fbs,TE,,non_defensive,2025-04-19,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10318,2025,Jack Sadowsky V,jack sadowsky v,Iowa State,Northwestern,77,Northwestern,exact_normalized_name,LB,lb,defensive,2025-04-21,on_or_before_cutoff,True,True,normalized_name_source_team,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,LB,lb,4921317,1,0,0.0,0.0,{}
10319,2025,Jayden Anderson,jayden anderson,Virginia Tech,,,,missing_name,WR,,non_defensive,2025-07-09,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10320,2025,Marquise Thorpe-Taylor,marquise thorpe-taylor,UCLA,Fresno State,278,Fresno State,exact_normalized_name,OT,,non_defensive,2025-05-09,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10321,2025,DJ Williams,dj williams,Ball State,Sacred Heart,,,not_in_fbs,RB,,non_defensive,2025-05-01,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10322,2025,Parker Jacobs,parker jacobs,Robert Morris,Youngstown State,,,not_in_fbs,DL,dl_edge,defensive,2025-04-20,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10323,2025,Warren Smith Jr.,warren smith jr,Washington State,Sacramento State,,,not_in_fbs,CB,db,defensive,2025-04-20,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10324,2025,Hunter Teal,hunter teal,Miami (OH),Chattanooga,,,not_in_fbs,TE,,non_defensive,2025-07-27,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10325,2025,Richard Thomas,richard thomas,Florida Atlantic,,,,missing_name,EDGE,dl_edge,defensive,2025-04-23,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10326,2025,Demarcus Smith,demarcus smith,UAB,,,,missing_name,DL,dl_edge,defensive,2025-07-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10327,2025,LJ Turner Jr.,lj turner jr,West Virginia,Lenoir Rhyne,,,not_in_fbs,RB,,non_defensive,2025-05-08,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10328,2025,Chris Henry,chris henry,West Virginia,Coastal Carolina,324,Coastal Carolina,exact_normalized_name,CB,db,defensive,2025-05-12,on_or_before_cutoff,True,True,normalized_name_source_team,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,S,db,5147515,1,0,0.0,0.0,{}
10329,2025,Eli Brickhandler,eli brickhandler,Houston Christian,Ohio State,194,Ohio State,exact_normalized_name,QB,,non_defensive,2025-05-20,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10330,2025,Blair Schonhorst,blair schonhorst,Ball State,Butler,,,not_in_fbs,S,db,defensive,2025-05-14,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10331,2025,Kyeran Garcia,kyeran garcia,Colorado,,,,missing_name,LB,lb,defensive,2025-04-22,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10332,2025,Shemar Kirk,shemar kirk,Texas State,Austin Peay,,,not_in_fbs,WR,,non_defensive,2025-04-25,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10333,2025,Mavin Anderson,mavin anderson,California,Texas State,326,Texas State,exact_normalized_name,WR,,non_defensive,2025-04-24,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10334,2025,Greg Johnson II,greg johnson ii,Navy,South Alabama,6,South Alabama,exact_normalized_name,CB,db,defensive,2025-05-02,on_or_before_cutoff,True,True,none,identity_resolution_failure,identity_resolution_failure,identity_resolution_failure,,,,,,,,{}
10335,2025,Ken Willis,ken willis,Cincinnati,James Madison,256,James Madison,exact_normalized_name,S,db,defensive,2025-04-26,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,CB,db,4869310,12,5,0.4166666666666667,-0.48589323003149815,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 7.0, ""tackles"": 7.0, ""tackles_for_loss"": 0.0}"
10336,2025,Moses Gray,moses gray,Southern Miss,,,,missing_name,RB,,non_defensive,2025-04-26,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10337,2025,Loren Ward,loren ward,Florida Atlantic,,,,missing_name,DL,dl_edge,defensive,2025-04-23,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10338,2025,Malik Bradford,malik bradford,UNLV,,,,missing_name,WR,,non_defensive,2025-04-30,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10339,2025,Yamir Knight,yamir knight,James Madison,SMU,2567,SMU,exact_normalized_name,WR,,non_defensive,2025-05-02,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10340,2025,TD Williams,td williams,Central Arkansas,Purdue,2509,Purdue,exact_normalized_name,CB,db,defensive,2025-05-14,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DB,db,5085360,12,2,0.16666666666666666,0.27272675940139435,"{""fumble_recoveries"": 0.0, ""interceptions"": 1.0, ""passes_defended"": 1.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 1.0, ""tackles"": 6.0, ""tackles_for_loss"": 0.0}"
10341,2025,Blake Boda,blake boda,Arkansas,,,,missing_name,QB,,non_defensive,2025-04-24,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10342,2025,Jaden Robinson,jaden robinson,Kennesaw State,Austin Peay,,,not_in_fbs,WR,,non_defensive,2025-05-01,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10343,2025,Lardarius Webb Jr.,lardarius webb jr,South Alabama,Wake Forest,154,Wake Forest,exact_normalized_name,CB,db,defensive,2025-04-23,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DB,db,5151144,13,13,1.0,1.3271514536672382,"{""fumble_recoveries"": 0.0, ""interceptions"": 2.0, ""passes_defended"": 3.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 27.0, ""tackles"": 40.0, ""tackles_for_loss"": 1.5}"
10344,2025,Trent Zappe,trent zappe,Western Kentucky,Houston Christian,,,not_in_fbs,LB,lb,defensive,2025-04-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10345,2025,D'Angelo Davis,dangelo davis,Nevada,,,,missing_name,EDGE,dl_edge,defensive,2025-04-19,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10346,2025,Daniel Ademisoye,daniel ademisoye,Tulsa,Norfolk State,,,not_in_fbs,OT,,non_defensive,2025-04-24,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10347,2025,Egypt Nelson,egypt nelson,VMI,Western Michigan,2711,Western Michigan,exact_normalized_name,WR,,non_defensive,2025-05-11,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10348,2025,Carson Su'esu'e,carson suesue,BYU,Oklahoma State,197,Oklahoma State,exact_normalized_name,TE,,non_defensive,2025-04-26,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10349,2025,Evan Spivey,evan spivey,James Madison,Campbell,,,not_in_fbs,WR,,non_defensive,2025-05-24,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10350,2025,Nick Taylor,nick taylor,App State,West Virginia,277,West Virginia,exact_normalized_name,CB,db,defensive,2025-04-19,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,CB,db,5148426,11,4,0.36363636363636365,-0.1310527343241108,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 1.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 4.0, ""tackles"": 8.0, ""tackles_for_loss"": 0.0}"
10351,2025,Joe Strickland,joe strickland,Purdue,Liberty,2335,Liberty,exact_normalized_name,DL,dl_edge,defensive,2025-04-25,on_or_before_cutoff,True,True,normalized_name_source_team,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,DL,dl_edge,4685537,1,0,0.0,0.0,{}
10352,2025,Shane Porter,shane porter,North Texas,Sam Houston,2534,Sam Houston,exact_normalized_name,RB,,non_defensive,2025-04-18,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10353,2025,A'tiq Muhammad,atiq muhammad,UTEP,Kent State,2309,Kent State,exact_normalized_name,CB,db,defensive,2025-04-25,on_or_before_cutoff,True,True,normalized_name_source_team,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,DB,db,5082292,1,0,0.0,0.0,{}
10354,2025,Katrevrick Banks,katrevrick banks,Ole Miss,Grambling,,,not_in_fbs,CB,db,defensive,2025-04-22,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10355,2025,Kaleb Brown,kaleb brown,UTSA,Tennessee Tech,,,not_in_fbs,LB,lb,defensive,2025-04-22,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10356,2025,Deyon Batiste,deyon batiste,Wyoming,Incarnate Word,,,not_in_fbs,QB,,non_defensive,2025-05-08,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10357,2025,Huston Eubank,huston eubank,Western Michigan,,,,missing_name,LB,lb,defensive,2025-04-24,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10358,2025,Donte Thompson,donte thompson,Texas State,UTEP,2638,UTEP,exact_normalized_name,CB,db,defensive,2025-05-09,on_or_before_cutoff,True,True,normalized_name_source_team,position_mismatch,position_mismatch,position_mismatch,LB,lb,5096889,13,4,0.3076923076923077,0.36769518806336404,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 2.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 5.0, ""tackles"": 5.0, ""tackles_for_loss"": 2.0}"
10359,2025,Joe Cadette,joe cadette,Houston Christian,Incarnate Word,,,not_in_fbs,EDGE,dl_edge,defensive,2025-05-09,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10360,2025,Dylan Barbrey,dylan barbrey,App State,The Citadel,,,not_in_fbs,OT,,non_defensive,2025-07-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10361,2025,Kam Bell,kam bell,Florida Atlantic,Jacksonville State,55,Jacksonville State,exact_normalized_name,TE,,non_defensive,2025-04-24,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10362,2025,Cedrick Hawkins Jr.,cedrick hawkins jr,UCF,South Florida,58,South Florida,exact_normalized_name,S,db,defensive,2025-04-24,on_or_before_cutoff,True,True,normalized_name_source_team,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,S,db,4870732,1,0,0.0,0.0,{}
10363,2025,Jack McCallister,jack mccallister,Nebraska,Purdue,2509,Purdue,exact_normalized_name,P,,non_defensive,2025-04-29,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10364,2025,Joseph Marsh,joseph marsh,Boise State,Ohio,195,Ohio,exact_normalized_name,EDGE,dl_edge,defensive,2025-05-22,on_or_before_cutoff,True,True,normalized_name_source_team,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,DE,dl_edge,5219115,1,0,0.0,0.0,{}
10365,2025,Jaffer Murphy,jaffer murphy,North Carolina,UTSA,2636,UTSA,exact_normalized_name,K,,non_defensive,2025-05-08,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10366,2025,Trey Horne,trey horne,Georgia Tech,Southern Miss,2572,Southern Miss,exact_normalized_name,WR,,non_defensive,2025-04-23,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10367,2025,Enrique Cruz Jr.,enrique cruz jr,Syracuse,Kansas,2305,Kansas,exact_normalized_name,OT,,non_defensive,2025-04-25,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10368,2025,Rahkeem Smith,rahkeem smith,Bowling Green,Georgia Tech,59,Georgia Tech,exact_normalized_name,WR,,non_defensive,2025-05-13,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10369,2025,Joe Shimko,joe shimko,Bowling Green,Lafayette,,,not_in_fbs,DL,dl_edge,defensive,2025-04-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10370,2025,Kobe Dillon,kobe dillon,Southern,Incarnate Word,,,not_in_fbs,RB,,non_defensive,2025-07-08,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10371,2025,Ian Hershey,ian hershey,Arizona State,,,,missing_name,K,,non_defensive,2025-04-22,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10372,2025,JC Hart,jc hart,Auburn,Utah,254,Utah,exact_normalized_name,CB,db,defensive,2025-04-21,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,CB,db,5088562,12,2,0.16666666666666666,-0.5600817645090599,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 3.0, ""tackles"": 5.0, ""tackles_for_loss"": 0.0}"
10373,2025,Sean Embree Jr.,sean embree jr,Washington State,Eastern Washington,,,not_in_fbs,WR,,non_defensive,2025-06-15,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10374,2025,Tyrei Washington,tyrei washington,Temple,Cal Poly,,,not_in_fbs,RB,,non_defensive,2025-07-27,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10375,2025,Justin Kowalak,justin kowalak,Ole Miss,Fort Hays,,,not_in_fbs,QB,,non_defensive,2025-04-22,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10376,2025,Mo Omonode,mo omonode,Purdue,Minnesota,135,Minnesota,exact_normalized_name,DL,dl_edge,defensive,2025-04-22,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DL,dl_edge,4900639,12,7,0.5833333333333334,0.14079452206082416,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 0.0, ""sacks"": 1.0, ""solo_tackles"": 6.0, ""tackles"": 11.0, ""tackles_for_loss"": 2.0}"
10377,2025,Cameron Jones,cameron jones,James Madison,Kentucky,96,Kentucky,exact_normalized_name,OT,,non_defensive,2025-05-07,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10378,2025,Keith Smith Jr.,keith smith jr,North Texas,Tyler J.C.,,,not_in_fbs,DL,dl_edge,defensive,2025-05-26,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10379,2025,Bryce George,bryce george,Ferris State,Iowa,2294,Iowa,exact_normalized_name,OT,,non_defensive,2025-04-18,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10380,2025,Ean Rhea,ean rhea,Emory & Henry,,,,missing_name,EDGE,dl_edge,defensive,2025-05-02,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10381,2025,Pershaun Fann,pershaun fann,Buffalo,,,,missing_name,LB,lb,defensive,2025-04-22,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10382,2025,Rickey Hunt Jr.,rickey hunt jr,Tulsa,Middle Tennessee,2393,Middle Tennessee,exact_normalized_name,RB,,non_defensive,2025-04-24,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10383,2025,Isaiah Spencer,isaiah spencer,Jackson State,Virginia Tech,259,Virginia Tech,exact_normalized_name,WR,,non_defensive,2025-04-23,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10384,2025,Josh Franklin,josh franklin,Western Michigan,,,,missing_name,WR,,non_defensive,2025-04-26,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10385,2025,Josh Burney,josh burney,Fort Valley State,Purdue,2509,Purdue,exact_normalized_name,DL,dl_edge,defensive,2025-04-30,on_or_before_cutoff,True,True,none,source_data_unavailable,source_data_unavailable,source_data_unavailable,,,,,,,,{}
10386,2025,Logan Ramper,logan ramper,Slippery Rock,West Virginia,277,West Virginia,exact_normalized_name,WR,,non_defensive,2025-04-29,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
10387,2025,Ashton Ojiaku,ashton ojiaku,Rice,Prairie View A&M,,,not_in_fbs,S,db,defensive,2025-04-26,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10388,2025,Maurice Williams II,maurice williams ii,Houston,Arizona State,9,Arizona State,exact_normalized_name,S,db,defensive,2025-04-25,on_or_before_cutoff,True,True,none,identity_resolution_failure,identity_resolution_failure,identity_resolution_failure,,,,,,,,{}
