target_season,subdivision,team_id,team_name,lag1_rank_mean,lag1_rank_median,lag1_usable_systems,lag1_z_mean,lag2_rank_mean,lag2_rank_median,lag2_usable_systems,lag2_z_mean,lag3_rank_mean,lag3_rank_median,lag3_usable_systems,lag3_z_mean,long_run_rank_percentile_mean,long_run_z_mean,history_seasons
2026,fbs,338,Kennesaw State,70.24657534246575,70.0,73,0.056785605244865103,131.38666666666666,132.0,75,3.8773072708380112,,,,,0.74480431745382669,1.9670464380414381,2
2026,fbs,344,Mississippi State,67.98630136986301,68.0,73,-0.015110967586275314,93.69333333333333,100.0,75,0.92130851178100215,72.60810810810811,75.0,74,0.17111435658274404,0.42025440426359811,-0.40081582637184687,23
2026,fbs,349,Army,68.68493150684931,69.0,73,0.0057301519766676471,32.10666666666667,31.0,75,-1.2613427599132325,89.06756756756756,89.5,74,0.70276817882873277,0.68639767194260592,1.1052393648795265,23
2026,fbs,356,Illinois,23.863013698630137,23.0,73,-1.594224416105253,21.2,21.0,75,-1.8083809282175283,71.3108108108108,72.0,74,0.13348230042599676,0.5842692541602803,0.4028074219605447,23
2026,fbs,2005,Air Force,102.87671232876713,105.0,73,1.1370924888792782,105.29333333333334,107.0,75,1.2943725963880126,50.554054054054056,51.5,74,-0.51751032708504918,0.51373962283608787,0.080595060635078791,23
2026,fbs,2006,Akron,121.79452054794521,124.0,73,2.2117552687512498,112.84,112.0,75,1.6921068497393552,131.5,132.0,74,4.3135221382110869,0.8411398546778841,2.2834806137139871,23
2026,fbs,2026,App State,112.98630136986301,114.0,73,1.5835172605510928,91.77333333333333,92.0,75,0.77239307011498393,54.108108108108105,54.0,74,-0.40090773455720252,0.42567141554244575,-0.36198965634898744,12
2026,fbs,2032,Arkansas State,96.9041095890411,99.0,73,0.90559854809793827,87.73333333333333,89.0,75,0.679619986303718,95.02702702702703,95.0,74,0.91631884749605197,0.69233360672091104,0.99285111015082583,23
2026,fbs,2050,Ball State,126.34246575342466,128.0,73,2.6915510493673622,121.24,122.0,75,2.2558285793160318,114.02702702702703,115.0,74,1.8048042090688194,0.73330448529827508,1.3053384994626371,23
2026,fbs,2084,Buffalo,114.84931506849315,116.0,73,1.7281733858782575,74.48,75.0,75,0.22686004197697565,123.0945945945946,124.5,74,2.6284414248859762,0.75416782975313745,1.6088147616422834,23
