period,season,pairing,margin_band,site_control,overall_volume_control,n_games,mean_plays_diff,mean_plays_total,more_plays_rate,mean_play_residual,mean_rank_signal_location_shift,quality_slope,quality_spearman,next_margin_slope,next_margin_spearman
training_2004_2017,2012,fbs-fcs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,55,11.254545454545454,131.3272727272727,0.7818181818181819,0.18959894729375426,0.14455376039962867,-0.010493106437168482,-0.07150072150072151,2.246518514690163,0.039442110727212445
training_2004_2017,2013,fbs-fbs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,152,-0.5131578947368421,147.18421052631578,0.42105263157894735,-0.05901088956584163,-0.02751544453715757,0.04259608634794443,0.21489348615012405,-2.8813120668509202,-0.05822196726233969
training_2004_2017,2013,fbs-fbs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,97,-1.6082474226804124,142.82474226804123,0.4536082474226804,-0.012252857208799556,-0.04689043065521013,-0.020032074997712347,-0.11086419103723963,0.6590236944914755,0.027457712985047743
training_2004_2017,2013,fbs-fbs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,178,1.2359550561797752,144.95505617977528,0.5337078651685393,0.07760148446901059,0.019263035696066133,-0.004215331829518248,-0.06178870957274432,0.035555545752777654,-0.01043215678529685
training_2004_2017,2013,fbs-fbs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,143,1.2097902097902098,141.64335664335664,0.5524475524475524,-0.08470194880568165,0.0381294920353534,-0.018539537317413333,-0.08784367478365365,3.443716601628646,0.12433778638451969
training_2004_2017,2013,fbs-fbs,<=-28,home/neutral included as a model covariate,plays_total included as a model covariate,57,-7.421052631578948,143.56140350877192,0.2807017543859649,-0.09128647865090156,-0.06254114167896853,-0.0038086527923237414,0.02958953833578686,4.974182061845426,0.18998995594308812
training_2004_2017,2013,fbs-fbs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,110,6.463636363636364,140.1909090909091,0.6181818181818182,-0.009245032328291394,0.06651548485420293,0.014419044760003339,0.03295997331111615,-2.7975163885382486,-0.0698579406482981
training_2004_2017,2013,fbs-fcs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,10,2.4,138.8,0.5,0.37365649850144295,0.09257386192131084,-0.01917917646131249,-0.0303030303030303,8.103907163634945,0.32121212121212117
training_2004_2017,2013,fbs-fcs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,4,-3.5,147.0,0.25,-0.34788592274489916,0.04074846413692637,0.09966242377427471,0.7999999999999999,1.353451861575795,0.0
training_2004_2017,2013,fbs-fcs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,22,3.3636363636363638,142.9090909090909,0.5909090909090909,0.29795448406692515,0.1009080398723504,0.007485012918514405,-0.07735742518351214,-6.191266859410044,-0.20677969401827548
training_2004_2017,2013,fbs-fcs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,17,2.5294117647058822,136.64705882352942,0.5882352941176471,0.02313243713441476,0.17671387205347677,0.09814622888388551,0.35539215686274517,2.6500093371675173,0.047852796757736286
training_2004_2017,2013,fbs-fcs,<=-28,home/neutral included as a model covariate,plays_total included as a model covariate,2,-14.5,127.5,0.0,-1.0677418735237607,0.0004219035686121586,,,,
training_2004_2017,2013,fbs-fcs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,56,9.767857142857142,136.19642857142858,0.7142857142857143,0.08771202310639066,0.13874019604017238,0.017056469472510275,0.10840738209159263,-3.287842280376996,-0.10484932839296321
training_2004_2017,2014,fbs-fbs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,171,2.4853801169590644,145.8187134502924,0.5789473684210527,0.1747079246734498,-0.024009680860859188,-0.01716712841433568,-0.10659413911651015,2.425947276912901,0.06637551842530325
training_2004_2017,2014,fbs-fbs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,112,-1.6160714285714286,144.11607142857142,0.4017857142857143,-0.029462683399521856,-0.037534657575308446,-0.01254803464172626,-0.05357569959339871,-0.2608563596863946,-0.01268253314156941
training_2004_2017,2014,fbs-fbs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,209,0.019138755980861243,145.78947368421052,0.5119617224880383,0.009892141655921751,0.020269092365761455,0.0025185781922383715,0.0006309492434196972,-2.916698953746656,-0.13127866872585445
training_2004_2017,2014,fbs-fbs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,124,4.282258064516129,141.04032258064515,0.6048387096774194,0.12402175069682303,0.03813767174830283,-0.0091263644133416,-0.026769472856018876,-3.0962849048555956,-0.10214780603545975
training_2004_2017,2014,fbs-fbs,<=-28,home/neutral included as a model covariate,plays_total included as a model covariate,52,-6.4423076923076925,141.44230769230768,0.3269230769230769,-0.05212350089504111,-0.06153567346732813,-0.03576193599875477,-0.2114789439341088,-2.8465776378607432,-0.12084205672402837
training_2004_2017,2014,fbs-fbs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,92,10.858695652173912,139.40217391304347,0.75,0.30887057333317747,0.06254752987829305,0.04451529797916772,0.14852889046437434,6.736287549973759,0.16402035168265403
training_2004_2017,2014,fbs-fcs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,7,1.2857142857142858,145.85714285714286,0.42857142857142855,0.2404207100331429,0.06045958280390884,-0.07698390887731517,-0.28571428571428575,-2.821174954205183,-0.21428571428571433
training_2004_2017,2014,fbs-fcs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,1,-15.0,129.0,0.0,-1.2712434388545626,0.12124088840957659,,,,
training_2004_2017,2014,fbs-fcs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,21,1.2857142857142858,144.04761904761904,0.5714285714285714,0.2876399459179177,0.1234978161287083,-0.029037321332581727,-0.04155844155844156,0.03805372741892702,0.20474497869097064
training_2004_2017,2014,fbs-fcs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,22,6.2272727272727275,140.4090909090909,0.5454545454545454,0.25009135210235117,0.08517320098472005,-0.025092663343695396,-0.07848673066064371,-2.6552529081151914,-0.10228881889373395
training_2004_2017,2014,fbs-fcs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,56,10.25,137.32142857142858,0.6964285714285714,0.09671793943888983,0.13297173291706427,0.01160792289129674,0.13923444976076554,-1.4228590465456399,0.04057981115809755
training_2004_2017,2015,fbs-fbs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,184,-0.043478260869565216,144.70652173913044,0.46195652173913043,-0.04819964527179323,-0.02658851874995919,0.005869900941555486,0.01630869787588168,-1.4411586058966352,-0.028397837814305216
training_2004_2017,2015,fbs-fbs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,84,-3.511904761904762,143.32142857142858,0.39285714285714285,-0.13406754163801152,-0.04354299489214265,0.023102496162132512,0.1190442442037056,0.9892237481040281,0.04045405808812331
training_2004_2017,2015,fbs-fbs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,200,1.145,144.035,0.525,0.07917448565289552,0.02338277973478063,-0.0018717082880108547,-0.01195830792643247,0.7751580106241903,0.040395577349297995
training_2004_2017,2015,fbs-fbs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,147,4.170068027210885,140.4421768707483,0.6122448979591837,0.11430898854882929,0.045215757505151374,0.020162992602981072,0.0773467095961682,1.1130951776288904,0.045307358261729616
training_2004_2017,2015,fbs-fbs,<=-28,home/neutral included as a model covariate,plays_total included as a model covariate,61,-8.868852459016393,140.8360655737705,0.3442622950819672,-0.14103317212081268,-0.058769117934341,0.046886035976228466,0.19233209941829718,10.75643224221501,0.2711658255024023
training_2004_2017,2015,fbs-fbs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,89,2.808988764044944,142.65168539325842,0.5842696629213483,-0.24590343501021789,0.060928552437103295,-0.0014436890220144022,0.012648961525366023,-0.5886257471655945,-0.019113947708163513
training_2004_2017,2015,fbs-fcs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,8,-2.375,137.125,0.5,0.11044585366148912,0.07429371024293759,0.011362780288794425,-0.14285714285714288,-5.136987402038186,-0.07185757571479554
training_2004_2017,2015,fbs-fcs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,17,-2.2941176470588234,143.7058823529412,0.35294117647058826,-0.15656794452914868,0.13545804908530124,-0.008504764785509565,-0.05147058823529412,4.329380695395794,0.24509803921568632
training_2004_2017,2015,fbs-fcs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,20,5.65,138.15,0.65,0.17461138015330196,0.1615276588118722,0.086398733808862,0.22255639097744356,9.505857357320501,0.27368421052631575
training_2004_2017,2015,fbs-fcs,<=-28,home/neutral included as a model covariate,plays_total included as a model covariate,1,4.0,140.0,1.0,0.23567608390502603,0.04392115279156983,,,,
training_2004_2017,2015,fbs-fcs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,59,12.305084745762711,134.3050847457627,0.7288135593220338,0.23762814089328377,0.1630839431169396,-0.0042345603116293465,-0.03471654003506722,-4.58815122282097,-0.19558037565501957
training_2004_2017,2016,fbs-fbs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,164,-0.08536585365853659,145.890243902439,0.4695121951219512,-0.021047125646157946,-0.02437444162706455,-0.0035240571347408974,-0.033926064576509124,-1.8215217030669824,-0.03216651761419199
training_2004_2017,2016,fbs-fbs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,100,-1.86,140.76,0.47,-0.026014415477872838,-0.04221300967049506,0.02265176110905393,0.11527152715271527,6.168838429249836,0.24706659609429704
training_2004_2017,2016,fbs-fbs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,211,1.113744075829384,145.06635071090048,0.5402843601895735,0.08702574326077267,0.014456643901612349,-0.007512875910317178,-0.04211944285296324,-1.4290164370332643,-0.04054457646626683
training_2004_2017,2016,fbs-fbs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,137,0.8832116788321168,142.45985401459853,0.5109489051094891,-0.1119745979463454,0.038863168572534385,0.011076962290127019,0.07981369104782049,2.7943689857729526,0.10792713667892762
training_2004_2017,2016,fbs-fbs,<=-28,home/neutral included as a model covariate,plays_total included as a model covariate,55,-5.6909090909090905,140.63636363636363,0.3090909090909091,0.020110704184354015,-0.060403368441017326,0.016141701675633287,0.09841269841269844,3.2171884642028172,0.09865228409255684
training_2004_2017,2016,fbs-fbs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,92,10.054347826086957,138.66304347826087,0.6956521739130435,0.19044448857130497,0.06410843920050335,0.03475244400346265,0.13478106745988933,-0.7549476590384744,0.011622798718661996
training_2004_2017,2016,fbs-fcs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,9,-4.111111111111111,143.0,0.4444444444444444,-0.12732933496037496,0.08162543918628842,-0.01752231392750679,0.049999999999999996,-0.8620414613400833,0.06666666666666667
training_2004_2017,2016,fbs-fcs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,1,-21.0,131.0,0.0,-1.5393547284591795,0.07108218838175961,,,,
training_2004_2017,2016,fbs-fcs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,12,-1.5,141.0,0.4166666666666667,-0.03543307377151376,0.1009757955026695,0.045532259418749166,0.17482517482517487,17.292144529618238,0.5709290716957522
training_2004_2017,2016,fbs-fcs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,35,6.0285714285714285,138.94285714285715,0.6285714285714286,0.1571190453467184,0.1338556719991757,0.048042998776518284,0.2280112044817927,-5.117722659375207,-0.15257444018233565
training_2004_2017,2016,fbs-fcs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,56,8.517857142857142,134.76785714285714,0.6964285714285714,0.030005048836538744,0.17462749206907494,-0.005527652840160872,0.016062884483937116,3.213797802829188,0.20991454218216368
training_2004_2017,2017,fbs-fbs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,175,0.4685714285714286,143.6342857142857,0.5085714285714286,0.0347407729791777,-0.021253090985934336,0.009025098458473928,0.049467084639498435,3.0056465330223165,0.09672081079301464
training_2004_2017,2017,fbs-fbs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,101,-1.0693069306930694,139.12871287128712,0.42574257425742573,0.01000408417151022,-0.04287435702680174,0.0008033375013645397,-0.04195119962510398,2.098074942198897,0.06820671011623641
training_2004_2017,2017,fbs-fbs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,213,0.11737089201877934,140.84976525821597,0.49295774647887325,0.009557584326103655,0.019147822407630095,-0.017423905527250972,-0.09662518739559632,0.8181618249491368,0.012411523830275328
training_2004_2017,2017,fbs-fbs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,124,3.1370967741935485,138.00806451612902,0.5806451612903226,0.023539548505578586,0.045265729128971956,0.018461080308806374,0.026574476354759985,-1.3034459806659047,-0.03478741220191929
training_2004_2017,2017,fbs-fbs,<=-28,home/neutral included as a model covariate,plays_total included as a model covariate,59,-9.864406779661017,137.4915254237288,0.2542372881355932,-0.23262853600752406,-0.06709022991671112,0.026878430847079603,0.1631209818819404,-3.954133527742606,-0.11111760655775861
training_2004_2017,2017,fbs-fbs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,104,7.028846153846154,135.60576923076923,0.625,0.03169843346141574,0.0635844010038386,0.005616701162886145,0.022628827483196418,-0.7060238151316253,-0.009171106019961737
training_2004_2017,2017,fbs-fcs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,7,-3.857142857142857,149.28571428571428,0.42857142857142855,0.022024592361512964,0.09662844574900444,-0.08413148239189869,-0.14285714285714288,-0.6640961757871441,0.03571428571428572
training_2004_2017,2017,fbs-fcs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,1,17.0,149.0,1.0,1.2978734329000436,0.09536001899667945,,,,
training_2004_2017,2017,fbs-fcs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,20,-1.25,142.25,0.4,-0.07033757576303887,0.13233677216295586,0.05499299648280052,0.3278195488721804,7.93824970265056,0.3674702962495743
training_2004_2017,2017,fbs-fcs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,25,6.24,133.92,0.68,0.20661280568485033,0.1417486109801625,0.062210790888226584,0.21923076923076923,-3.2044787438420976,-0.19119061711622415
training_2004_2017,2017,fbs-fcs,<=-28,home/neutral included as a model covariate,plays_total included as a model covariate,1,1.0,115.0,1.0,-0.11178474540796125,0.07451210164734845,,,,
training_2004_2017,2017,fbs-fcs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,44,9.636363636363637,131.63636363636363,0.8181818181818182,0.13732400944117087,0.15917776304873918,0.038404791457052674,0.09992952783650456,2.894711262615878,0.11887472363721395
