candidate,protocol,season,subdivision,team_id,team_name,candidate_nll,c0_nll,minus_rp_nll,delta_nll_vs_c0,delta_nll_vs_minus_rp,candidate_crps,c0_crps,minus_rp_crps,transfer_in_count,transfer_in_weighted_rating_sum,transfer_in_prior_usage_sum,transfer_data_available
C2_transfer_volume,frozen_through_2021,2022,fbs,204,Oregon State,5.48753854455928,4.762594999276164,4.772374520680487,0.7249435452831161,0.7151640238787929,0.2935587314336666,0.19986894309157224,0.20272185588955446,2.0,0.86,,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2050,Ball State,4.5143661151979115,4.275411720626352,4.367046663698226,0.2389543945715591,0.14731945149968517,0.12715497443325585,0.0750088226364717,0.09243379841322279,5.0,1.67,0.049,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2084,Buffalo,4.712916665668765,4.7643663819183955,4.697466371027724,-0.05144971624963013,0.01545029464104175,0.0855098513904532,0.09139154597948518,0.08057994848600106,21.0,9.384,0.36,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,21,San Diego State,4.595187005202817,4.809604746532564,4.988837880656439,-0.214417741329747,-0.39365087545362165,0.06770381942024589,0.11976185902184694,0.15580889187062494,6.0,2.145,0.496,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2116,UCF,4.525009732932599,4.577417375907428,4.5885199437493895,-0.05240764297482947,-0.06351021081679065,0.06559199023154005,0.08333506463034811,0.08246421246805183,14.0,8.255,0.225,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2117,Central Michigan,5.588775558813161,4.761096975984965,4.72656944800299,0.8276785828281961,0.8622061108101713,0.3148089135744762,0.19484550948086238,0.1906555199402758,2.0,1.62,0.054,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,213,Penn State,3.80200015285643,3.370036187763468,3.4641433985323395,0.43196396509296164,0.33785675432409024,0.10572577712577269,0.06508410325219617,0.07429526529867013,3.0,1.78,0.099,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2132,Cincinnati,4.620155240636122,4.54009306224287,4.625980460810363,0.08006217839325203,-0.005825220174241252,0.09370430626336236,0.06387821624507223,0.07181844570732171,7.0,4.77,0.746,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,218,Temple,3.7574774392202714,3.8290188316290408,3.800809311934471,-0.07154139240876933,-0.04333187271419936,0.053323154193513175,0.06374139507060875,0.059071958108485534,12.0,7.842,0.157,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2199,Eastern Michigan,5.268110088714877,4.696646965643165,4.713305596022558,0.5714631230717124,0.5548044926923197,0.16368357057698263,0.0885441415388126,0.0889780361944834,5.0,3.9030000000000005,0.519,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,221,Pittsburgh,4.236405095639522,4.334197702835496,4.2562286643823,-0.09779260719597449,-0.019823568742778797,0.051324810714283825,0.07790203097646933,0.05412941744236467,7.0,4.729,0.696,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2226,Florida Atlantic,4.401148960557101,4.409319810572712,4.464732499707763,-0.008170850015611464,-0.06358353915066228,0.06473259764515842,0.058281722731555775,0.0608025509591983,12.0,4.7620000000000005,0.088,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2229,Florida International,3.2623770749045624,2.8600868452964407,2.962634350853435,0.40229022960812166,0.29974272405112723,0.029726962597001333,0.025309257529751043,0.02963600673464839,11.0,5.154,0.5479999999999999,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2247,Georgia State,4.580392199171171,4.634551078454543,4.548638056383521,-0.054158879283372485,0.03175414278764954,0.1068020078784974,0.11777471484975637,0.09553472564763536,4.0,1.185,0.477,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,228,Clemson,3.4994248191564084,3.463358069778686,3.4835051665768675,0.03606674937772247,0.015919652579540866,0.036370577780929475,0.026776602452953522,0.025584296485537266,1.0,1.2000000000000002,0.423,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2294,Iowa,4.6510257365460195,4.572159561765015,4.4150496954017,0.07886617478100444,0.23597604114431991,0.08488126653139849,0.07806322244533316,0.06380868864739456,1.0,0.87,,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,23,San José State,4.588816972541537,4.613916751029001,4.634450568886652,-0.025099778487464697,-0.0456335963451151,0.06967795528151055,0.07064783588381567,0.07146191651849461,8.0,3.722,0.81,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2305,Kansas,5.472424327210118,5.2979267487988935,5.317047621685881,0.17449757841122437,0.15537670552423677,0.23157574993387858,0.20551512060254218,0.20847767754165575,14.0,9.785,0.347,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2306,Kansas State,3.654260130098861,4.396011262642866,4.325425564850544,-0.7417511325440054,-0.6711654347516833,0.06677782412413241,0.15993721002645062,0.15240798539877362,7.0,5.251,0.6040000000000001,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2309,Kent State,4.456800194197626,4.540313669402206,4.523683667863546,-0.08351347520457963,-0.06688347366591962,0.0633354408146913,0.06535717690681207,0.06264006459075637,4.0,3.17,,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2335,Liberty,4.720013054809431,4.720286287992946,4.680580898068789,-0.00027323318351513137,0.03943215674064149,0.08823163904230294,0.08768217945474266,0.07914669993757185,13.0,6.24,0.577,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2348,Louisiana Tech,3.6146554312616,3.7787147634849547,4.01283750736701,-0.16405933222335456,-0.3981820761054098,0.06094640450459609,0.08248402758119205,0.11374107377271135,9.0,2.765,0.109,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,235,Memphis,5.146387349270098,4.663051485952215,4.690667261572094,0.48333586331788325,0.4557200876980039,0.16703283266710328,0.07625972595454471,0.07885743543716002,11.0,4.127,0.742,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,238,Vanderbilt,4.919996833632241,4.746419157399996,4.694969842674899,0.17357767623224518,0.2250269909573417,0.12554533254045008,0.09882758641944692,0.08987062970034543,6.0,4.087,0.056,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,239,Baylor,4.604736700102872,4.729644102057591,5.068163990438674,-0.12490740195471961,-0.46342729033580277,0.08159790793272918,0.0987921275877888,0.14239555764950357,3.0,1.711,,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2390,Miami,5.8971665833640605,5.401299983171559,5.395625265425672,0.4958666001925014,0.501541317938389,0.29781855973720345,0.23020844903647383,0.22976787391762454,11.0,9.503,,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2393,Middle Tennessee,5.351389243761862,4.536406133450012,4.5465182963852495,0.8149831103118501,0.8048709473766129,0.16544774515485328,0.0734921291632471,0.07369740943291332,10.0,3.238,0.116,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,24,Stanford,4.601273560969651,4.685221400820562,4.541335639471607,-0.08394783985091081,0.05993792149804378,0.1043241400855099,0.12111981362667702,0.08999526602008076,1.0,0.801,,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,242,Rice,4.003442483611161,3.9549660571448624,4.035348318894008,0.04847642646629824,-0.031905835282847406,0.057774842010124734,0.04494759220714597,0.0616117427699446,7.0,2.11,0.208,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2426,Navy,4.882224496573425,4.880804478062718,4.615480474393347,0.0014200185107071661,0.2667440221800783,0.11434574751610332,0.1139555015009754,0.08133962110648663,0.0,0.0,0.0,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2429,Charlotte,3.6014915140906094,3.627516853438643,3.4311265808216107,-0.026025339348033416,0.1703649332689987,0.07642644419322339,0.0793572153176557,0.05992820672409225,3.0,1.5030000000000001,,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2433,UL Monroe,3.9843239330883016,4.0693948636205235,4.014271964137619,-0.08507093053222192,-0.02994803104931787,0.044652874666094036,0.06438556140078118,0.05101769611295885,7.0,1.5899999999999999,0.163,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2439,UNLV,4.1679136178319816,4.20949894042262,4.173782213937748,-0.041585322590638185,-0.005868596105766066,0.045509129061550226,0.047391224166644784,0.04585934406588818,8.0,3.6870000000000003,0.453,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2440,Nevada,3.658917221402046,4.331381739930514,5.548055613451663,-0.6724645185284679,-1.8891383920496176,0.08549502168947126,0.14468899826970683,0.2637576729852078,16.0,1.335,0.414,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,245,Texas A&M,4.865385545243217,5.356946733235266,5.493496430777249,-0.4915611879920494,-0.6281108855340323,0.11955615643125439,0.18921745718685873,0.20588856892911367,2.0,1.3800000000000001,0.522,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2459,Northern Illinois,4.740598306037054,5.550675259955081,5.21145143777816,-0.8100769539180268,-0.470853131741106,0.18804364605905177,0.27551867373573957,0.2413780179997628,3.0,0.7200000000000001,0.441,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,248,Houston,5.161782102679168,4.722357679599876,4.685159770278312,0.4394244230792923,0.47662233240085605,0.15096551626250668,0.08714846895894135,0.07998560231179522,11.0,5.555,0.098,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2483,Oregon,5.963334037777379,4.109550270284367,3.7203246560454155,1.8537837674930122,2.2430093817319636,0.3439225528245767,0.11221870810203532,0.05651751588159845,12.0,7.805,0.8150000000000001,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,249,North Texas,4.749840856572675,4.652931803558531,4.757059068273605,0.09690905301414343,-0.00721821170093051,0.09186045427357013,0.07879871189800766,0.09138096873649196,10.0,5.981,0.516,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,25,California,4.567746306174168,4.569921556792319,4.697773476288338,-0.0021752506181504927,-0.13002717011416998,0.07267932962889966,0.07201146998661845,0.10053472206272451,6.0,3.859,0.321,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2509,Purdue,4.5025858692592875,4.524680788068238,4.525219334059686,-0.02209491880895076,-0.022633464800398073,0.06620767298440126,0.07297903512828369,0.06998210649309546,10.0,4.817,0.082,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,251,Texas,3.743086085716724,3.9578965543007683,3.9339232105667974,-0.2148104685840444,-0.19083712485007354,0.04345010412027233,0.07678929888484576,0.07262750125429915,7.0,6.694,0.206,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,252,BYU,4.629707017189312,4.726264328415432,4.719323996520117,-0.09655731122612021,-0.08961697933080526,0.0726747315076105,0.08762902882231954,0.08448676586337094,4.0,3.445,0.017,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,254,Utah,3.557604689409042,3.5586159355970635,3.626156103070383,-0.0010112461880216195,-0.06855141366134099,0.03410973304362117,0.03338305281441749,0.04412115381698647,5.0,4.095,0.017,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,256,James Madison,5.152706036514329,5.152706036514329,5.152706036514329,0.0,0.0,0.17860250933785332,0.17860250933785332,0.17860250933785332,,,,
C2_transfer_volume,frozen_through_2021,2022,fbs,2567,SMU,4.764472070984001,4.667879511338096,4.69073724623503,0.09659255964590496,0.0737348247489713,0.09054378421036388,0.07316812219423269,0.07424902137245794,16.0,12.486,0.135,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2572,Southern Miss,4.6750509253896055,4.701395907420387,4.784109800582489,-0.02634498203078106,-0.1090588751928836,0.08620564929916923,0.08955892367147016,0.10015594985470821,11.0,8.243,,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2579,South Carolina,4.33206555762942,4.307350390693899,4.3439824717497135,0.024715166935521005,-0.011916914120293498,0.07939022383601615,0.07369222556461894,0.08072457008848315,10.0,8.429,0.751,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,258,Virginia,4.406053108180319,5.0283616051886,4.86333849957323,-0.6223084970082811,-0.4572853913929107,0.0697028009265094,0.19445886913418134,0.1641013595268516,10.0,5.23,0.079,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,259,Virginia Tech,4.3666074638026275,4.627677430200536,5.121337030109155,-0.26106996639790836,-0.7547295663065272,0.09741484761346915,0.14295551539861986,0.22299686183479545,5.0,4.3,0.903,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,26,UCLA,4.378577830239961,4.399159363593787,4.301708100335583,-0.020581533353825954,0.07686972990437813,0.10177222676205594,0.10549723606722335,0.08452953616125254,13.0,10.343,0.133,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2628,TCU,6.100290469809985,5.037338101551324,5.528103447569984,1.062952368258661,0.5721870222400005,0.29139858544407893,0.19896048766214916,0.24682061350861173,14.0,11.721,0.184,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2633,Tennessee,4.03325131954045,4.2278437083748255,4.339839813637745,-0.19459238883437546,-0.30658849409729516,0.11901653257828357,0.13464010041743615,0.14558195381529948,8.0,4.176,,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2636,UTSA,4.4951100320843755,4.511998291250314,4.636988239052383,-0.01688825916593828,-0.14187820696800735,0.08401657796043246,0.08753954993235859,0.11338754591732668,9.0,3.616,0.151,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2638,UTEP,4.05212056304355,4.058196089199838,4.0886298347190975,-0.006075526156288369,-0.03650927167554752,0.046410428695143224,0.048130271570571745,0.054113813257447595,1.0,0.7110000000000001,,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,264,Washington,4.175184960153446,5.059154752436971,5.32188356677826,-0.8839697922835246,-1.1466986066248133,0.12028461448732691,0.24798301192037303,0.28705371760826404,9.0,7.161,0.8119999999999999,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2641,Texas Tech,4.259009701931501,4.508789650558654,4.410725844881945,-0.24977994862715303,-0.1517161429504439,0.07479637211407163,0.1236751966557321,0.10431999351005156,14.0,9.393,0.015,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2649,Toledo,5.166739284156738,4.648769219428066,4.633416391166551,0.5179700647286722,0.5333228929901868,0.15913862597834724,0.07681576469783331,0.07258716181907096,7.0,2.322,0.09,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,265,Washington State,5.189160132660946,4.809766676277957,4.599138174537779,0.3793934563829886,0.5900219581231667,0.19919678240493807,0.12924735257751027,0.08164223450836683,9.0,3.8200000000000003,0.9329999999999999,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2653,Troy,6.977286089639824,6.0867041986581,6.175398110658026,0.890581890981724,0.8018879789817976,0.4389533653923604,0.3462592386132387,0.36029198521581307,5.0,0.84,,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2655,Tulane,5.020054486556503,5.493695222940511,5.873014560098042,-0.4736407363840085,-0.8529600735415395,0.23757272582970132,0.3069497669747546,0.36390972109837993,9.0,4.957,0.087,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2711,Western Michigan,4.229805359758552,4.162820495358391,4.318540766614977,0.06698486440016094,-0.08873540685642567,0.07762466648053273,0.061843666676281966,0.09313521459887943,5.0,,0.03,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,275,Wisconsin,4.536962502507584,4.577147067397582,4.607762181145025,-0.04018456488999789,-0.07079967863744141,0.07243489174625113,0.07677294029713683,0.07980119616823361,6.0,4.409,,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,2751,Wyoming,4.724121872482397,4.528067387367849,4.567097331990443,0.19605448511454782,0.15702454049195413,0.091728082735246,0.06797555423978006,0.08041207527195343,3.0,1.923,0.102,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,276,Marshall,4.751319406365587,4.744452897174046,4.72618784191454,0.00686650919154097,0.025131564451046806,0.10738588443078508,0.10521151401723412,0.09904584640379872,13.0,5.42,0.385,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,277,West Virginia,5.034009980151611,4.5984881083342435,4.736724219240546,0.43552187181736723,0.2972857609110644,0.14660831897120333,0.07209052115521174,0.09617641028890038,11.0,5.539,0.292,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,278,Fresno State,4.579693233447048,4.482338127820414,4.578872046988323,0.09735510562663396,0.0008211864587250872,0.0990510467935313,0.07661639612143474,0.09705333108220361,12.0,5.78,0.6709999999999999,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,290,Georgia Southern,4.572068204933221,4.4643720525076995,4.523049281639001,0.10769615242552177,0.049018923294219974,0.09435182599410614,0.0600725011686037,0.0635595179107839,11.0,1.65,0.615,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,295,Old Dominion,3.9193152729052323,4.1997763883823644,4.120614158447819,-0.28046111547713215,-0.2012988855425868,0.044896214301488324,0.09911123121556781,0.08308495964803204,3.0,1.2000000000000002,,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,30,USC,4.488883037070289,5.84315561351614,4.97349672212125,-1.3542725764458519,-0.48461368505096125,0.16143746357271316,0.3289983424622838,0.22630077381198477,20.0,16.889,1.24,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,309,Louisiana,4.662864387272048,4.766359217325782,4.870260557066996,-0.10349483005373372,-0.20739616979494802,0.07650948995393286,0.10112974189798098,0.12155717954629924,2.0,0.81,0.012,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,324,Coastal Carolina,4.685070381894238,4.749726443645179,4.728518886495769,-0.06465606175094152,-0.043448504601530935,0.09658314061580206,0.1071134047647133,0.10114808893856864,4.0,,0.051,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,326,Texas State,3.7990819521779797,3.786350672304444,3.800598170089332,0.012731279873535506,-0.0015162179113521468,0.032679854149432384,0.0328804760955608,0.03343069873761381,15.0,4.811,0.532,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,328,Utah State,4.878063501868724,4.630970032795034,4.810584861262179,0.24709346907369056,0.06747864060654507,0.1718485137462725,0.12541995105308296,0.15942650697853442,8.0,5.289,0.40399999999999997,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,333,Alabama,2.511754136248771,2.38302153575529,2.3873006683099818,0.128732600493481,0.12445346793878942,0.010318276718870076,0.011635646743100966,0.010530624695980442,5.0,4.622,0.302,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,344,Mississippi State,4.483885962160818,4.860571905692661,4.6510371738717335,-0.37668594353184304,-0.16715121171091596,0.1558118412779277,0.21290238312171486,0.18274006737118176,10.0,4.211,0.047,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,349,Army,4.6089680425876125,4.612065366242478,4.62844238676228,-0.0030973236548659244,-0.019474344174667202,0.0753059294287893,0.07451739840034925,0.07328136582143407,0.0,0.0,0.0,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,356,Illinois,4.470953417530914,4.877786232472008,4.809873011127811,-0.4068328149410947,-0.3389195935968976,0.10524259965119151,0.1796373620501904,0.1679345302540648,8.0,2.92,0.449,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,36,Colorado State,3.4901678545523955,3.93475071413566,4.244435558695348,-0.4445828595832646,-0.7542677041429524,0.027623033791182222,0.09118410422397315,0.1317563260770517,11.0,5.0525,0.222,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,38,Colorado,4.675555921076802,4.613704483889255,4.44328453288784,0.06185143718754649,0.23227138818896176,0.1716687000624954,0.16465792256984157,0.14451016803393596,6.0,3.673,0.067,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,41,UConn,4.950339899101351,4.725183988823548,4.702683316379932,0.22515591027780335,0.24765658272141877,0.10898254865943531,0.09199890415284749,0.08955529330847783,9.0,2.895,0.204,1.0
C2_transfer_volume,frozen_through_2021,2022,fbs,5,UAB,4.639355188612703,4.635537074818481,4.679079101107964,0.0038181137942219223,-0.03972391249526108,0.07140032632351896,0.07060071798035379,0.07458280166352567,2.0,2.07,0.05,1.0
