comparison,season,subdivision,team_id,team_name,candidate,reference,candidate_nll,reference_nll,candidate_minus_reference_nll
E4_vs_E2,2022,fbs,2032,Arkansas State,E4_D5_plus_defensive_experience,E2_D5,3.562747651845428,3.5622625679951003,0.00048508385032786094
E4_vs_E2,2022,fbs,204,Oregon State,E4_D5_plus_defensive_experience,E2_D5,4.70060297303481,4.700636738054635,-3.3765019825438e-05
E4_vs_E2,2022,fbs,2050,Ball State,E4_D5_plus_defensive_experience,E2_D5,4.209630318804201,4.217834679491679,-0.008204360687478207
E4_vs_E2,2022,fbs,2084,Buffalo,E4_D5_plus_defensive_experience,E2_D5,4.76467715161912,4.783749117555263,-0.01907196593614291
E4_vs_E2,2022,fbs,21,San Diego State,E4_D5_plus_defensive_experience,E2_D5,4.887608271616008,4.872336560062439,0.015271711553569212
E4_vs_E2,2022,fbs,2116,UCF,E4_D5_plus_defensive_experience,E2_D5,4.566198621255019,4.578301739269189,-0.012103118014169745
E4_vs_E2,2022,fbs,2117,Central Michigan,E4_D5_plus_defensive_experience,E2_D5,4.60505534334938,4.645188040149786,-0.040132696800405654
E4_vs_E2,2022,fbs,213,Penn State,E4_D5_plus_defensive_experience,E2_D5,3.5526179919554224,3.438213380899557,0.11440461105586541
E4_vs_E2,2022,fbs,2132,Cincinnati,E4_D5_plus_defensive_experience,E2_D5,4.581321721044789,4.5992417796757215,-0.017920058630932267
E4_vs_E2,2022,fbs,218,Temple,E4_D5_plus_defensive_experience,E2_D5,3.7539403187071874,3.7883919116073,-0.03445159290011279
E4_vs_E2,2022,fbs,2199,Eastern Michigan,E4_D5_plus_defensive_experience,E2_D5,4.7235597579010795,4.685946075752614,0.037613682148465166
E4_vs_E2,2022,fbs,221,Pittsburgh,E4_D5_plus_defensive_experience,E2_D5,4.282930528509157,4.252321903659109,0.030608624850048116
E4_vs_E2,2022,fbs,2226,Florida Atlantic,E4_D5_plus_defensive_experience,E2_D5,4.413792233851133,4.42254374023085,-0.008751506379717
E4_vs_E2,2022,fbs,2229,Florida International,E4_D5_plus_defensive_experience,E2_D5,2.9211735402680894,2.913676931998586,0.00749660826950338
E4_vs_E2,2022,fbs,2247,Georgia State,E4_D5_plus_defensive_experience,E2_D5,4.6989829803323895,4.727000009283048,-0.02801702895065894
E4_vs_E2,2022,fbs,228,Clemson,E4_D5_plus_defensive_experience,E2_D5,3.4733326204795882,3.4672747565632878,0.006057863916300477
E4_vs_E2,2022,fbs,2294,Iowa,E4_D5_plus_defensive_experience,E2_D5,4.486981810157019,4.58683908609797,-0.09985727594095106
E4_vs_E2,2022,fbs,23,San José State,E4_D5_plus_defensive_experience,E2_D5,4.599098466936919,4.599968676769938,-0.0008702098330193309
E4_vs_E2,2022,fbs,2305,Kansas,E4_D5_plus_defensive_experience,E2_D5,5.1567002432242,5.190164547266837,-0.03346430404263767
E4_vs_E2,2022,fbs,2306,Kansas State,E4_D5_plus_defensive_experience,E2_D5,4.1830237564602,4.204362543185143,-0.02133878672494305
E4_vs_E2,2022,fbs,2309,Kent State,E4_D5_plus_defensive_experience,E2_D5,4.545175586155623,4.546075630770736,-0.0009000446151130603
E4_vs_E2,2022,fbs,2335,Liberty,E4_D5_plus_defensive_experience,E2_D5,4.676479235721501,4.683049936637022,-0.006570700915521144
E4_vs_E2,2022,fbs,2348,Louisiana Tech,E4_D5_plus_defensive_experience,E2_D5,3.675298276922086,3.6394777928515323,0.035820484070553604
E4_vs_E2,2022,fbs,235,Memphis,E4_D5_plus_defensive_experience,E2_D5,4.693928122385017,4.692749794852344,0.001178327532673329
E4_vs_E2,2022,fbs,238,Vanderbilt,E4_D5_plus_defensive_experience,E2_D5,4.769136077455395,4.7738990672087995,-0.004762989753404945
E4_vs_E2,2022,fbs,239,Baylor,E4_D5_plus_defensive_experience,E2_D5,4.734664376628814,4.763976615597853,-0.029312238969039228
E4_vs_E2,2022,fbs,2390,Miami,E4_D5_plus_defensive_experience,E2_D5,5.457902472294928,5.459701477812015,-0.0017990055170864494
E4_vs_E2,2022,fbs,2393,Middle Tennessee,E4_D5_plus_defensive_experience,E2_D5,4.536872087864915,4.534587678880259,0.0022844089846563165
E4_vs_E2,2022,fbs,24,Stanford,E4_D5_plus_defensive_experience,E2_D5,4.604048676144711,4.644680233353438,-0.040631557208727465
E4_vs_E2,2022,fbs,242,Rice,E4_D5_plus_defensive_experience,E2_D5,3.9590993396415053,3.955222931326273,0.0038764083152322826
E4_vs_E2,2022,fbs,2426,Navy,E4_D5_plus_defensive_experience,E2_D5,5.079574893733191,4.982843415374397,0.09673147835879359
E4_vs_E2,2022,fbs,2429,Charlotte,E4_D5_plus_defensive_experience,E2_D5,3.6383694681720726,3.637910373296775,0.0004590948752976054
E4_vs_E2,2022,fbs,2433,UL Monroe,E4_D5_plus_defensive_experience,E2_D5,4.046968196607038,4.033512616105523,0.013455580501514852
E4_vs_E2,2022,fbs,2439,UNLV,E4_D5_plus_defensive_experience,E2_D5,4.184357646521031,4.162474744541069,0.021882901979961566
E4_vs_E2,2022,fbs,2440,Nevada,E4_D5_plus_defensive_experience,E2_D5,4.720476651016861,4.661968522078976,0.05850812893788504
E4_vs_E2,2022,fbs,245,Texas A&M,E4_D5_plus_defensive_experience,E2_D5,5.372616898107035,5.531423352354371,-0.15880645424733597
E4_vs_E2,2022,fbs,2459,Northern Illinois,E4_D5_plus_defensive_experience,E2_D5,5.869896231816037,5.805009420273018,0.06488681154301901
E4_vs_E2,2022,fbs,248,Houston,E4_D5_plus_defensive_experience,E2_D5,4.715365511682279,4.691671072293772,0.023694439388506794
E4_vs_E2,2022,fbs,2483,Oregon,E4_D5_plus_defensive_experience,E2_D5,3.816908332858281,3.8192577658696956,-0.002349433011414437
E4_vs_E2,2022,fbs,249,North Texas,E4_D5_plus_defensive_experience,E2_D5,4.587519710723713,4.595031887417244,-0.007512176693531103
E4_vs_E2,2022,fbs,25,California,E4_D5_plus_defensive_experience,E2_D5,4.57828481609156,4.574792431714512,0.003492384377048019
E4_vs_E2,2022,fbs,2509,Purdue,E4_D5_plus_defensive_experience,E2_D5,4.522238371258777,4.532468656736047,-0.01023028547726934
E4_vs_E2,2022,fbs,251,Texas,E4_D5_plus_defensive_experience,E2_D5,3.979656996069351,4.009894111943324,-0.030237115873973153
E4_vs_E2,2022,fbs,252,BYU,E4_D5_plus_defensive_experience,E2_D5,4.635749061561843,4.656439906223614,-0.020690844661770846
E4_vs_E2,2022,fbs,254,Utah,E4_D5_plus_defensive_experience,E2_D5,3.577198735014019,3.5914607904937284,-0.014262055479709268
E4_vs_E2,2022,fbs,256,James Madison,E4_D5_plus_defensive_experience,E2_D5,5.152706036514329,5.152706036514329,0.0
E4_vs_E2,2022,fbs,2567,SMU,E4_D5_plus_defensive_experience,E2_D5,4.664791816003043,4.670169825971927,-0.005378009968883823
E4_vs_E2,2022,fbs,2572,Southern Miss,E4_D5_plus_defensive_experience,E2_D5,4.707461118712455,4.70801439173354,-0.0005532730210848769
E4_vs_E2,2022,fbs,2579,South Carolina,E4_D5_plus_defensive_experience,E2_D5,4.256062641200774,4.2525371001997385,0.003525541001035748
E4_vs_E2,2022,fbs,258,Virginia,E4_D5_plus_defensive_experience,E2_D5,4.965904322117558,4.915113271639063,0.050791050478494526
E4_vs_E2,2022,fbs,259,Virginia Tech,E4_D5_plus_defensive_experience,E2_D5,4.922018672336382,5.04167281441457,-0.11965414207818803
E4_vs_E2,2022,fbs,26,UCLA,E4_D5_plus_defensive_experience,E2_D5,4.32360607914542,4.352214296483799,-0.028608217338379482
E4_vs_E2,2022,fbs,2628,TCU,E4_D5_plus_defensive_experience,E2_D5,5.180042754106933,5.271660197787838,-0.09161744368090563
E4_vs_E2,2022,fbs,2633,Tennessee,E4_D5_plus_defensive_experience,E2_D5,4.270622634868525,4.146817177697658,0.12380545717086733
E4_vs_E2,2022,fbs,2636,UTSA,E4_D5_plus_defensive_experience,E2_D5,4.538739918814245,4.556749657998827,-0.018009739184582152
E4_vs_E2,2022,fbs,2638,UTEP,E4_D5_plus_defensive_experience,E2_D5,4.071179568681548,4.070940372933611,0.0002391957479366269
E4_vs_E2,2022,fbs,264,Washington,E4_D5_plus_defensive_experience,E2_D5,4.622044266491668,4.612455836626798,0.009588429864869852
E4_vs_E2,2022,fbs,2641,Texas Tech,E4_D5_plus_defensive_experience,E2_D5,4.544517920597865,4.594659884836909,-0.05014196423904327
E4_vs_E2,2022,fbs,2649,Toledo,E4_D5_plus_defensive_experience,E2_D5,4.641160618052939,4.653674040756108,-0.012513422703169574
E4_vs_E2,2022,fbs,265,Washington State,E4_D5_plus_defensive_experience,E2_D5,4.659041646971893,4.658189824879742,0.0008518220921507336
E4_vs_E2,2022,fbs,2653,Troy,E4_D5_plus_defensive_experience,E2_D5,6.341997666719421,6.16398448079108,0.17801318592834114
E4_vs_E2,2022,fbs,2655,Tulane,E4_D5_plus_defensive_experience,E2_D5,5.615160604234899,5.704077246979594,-0.08891664274469502
E4_vs_E2,2022,fbs,2711,Western Michigan,E4_D5_plus_defensive_experience,E2_D5,4.140625022154264,4.152073476511537,-0.011448454357272375
E4_vs_E2,2022,fbs,275,Wisconsin,E4_D5_plus_defensive_experience,E2_D5,4.630193841304098,4.63083317287699,-0.0006393315728923099
E4_vs_E2,2022,fbs,2751,Wyoming,E4_D5_plus_defensive_experience,E2_D5,4.56572267520926,4.542753481440899,0.02296919376836115
E4_vs_E2,2022,fbs,276,Marshall,E4_D5_plus_defensive_experience,E2_D5,4.729730437517637,4.744949069147763,-0.015218631630125934
E4_vs_E2,2022,fbs,277,West Virginia,E4_D5_plus_defensive_experience,E2_D5,4.602920569614901,4.5993876238154385,0.0035329457994626168
E4_vs_E2,2022,fbs,278,Fresno State,E4_D5_plus_defensive_experience,E2_D5,4.444942972450517,4.445593418752404,-0.0006504463018872642
E4_vs_E2,2022,fbs,290,Georgia Southern,E4_D5_plus_defensive_experience,E2_D5,4.469886609912982,4.461697987471836,0.008188622441146265
E4_vs_E2,2022,fbs,295,Old Dominion,E4_D5_plus_defensive_experience,E2_D5,4.213000463049589,4.212165735130152,0.0008347279194369506
E4_vs_E2,2022,fbs,30,USC,E4_D5_plus_defensive_experience,E2_D5,4.843685279374057,4.800624228556674,0.043061050817382984
E4_vs_E2,2022,fbs,309,Louisiana,E4_D5_plus_defensive_experience,E2_D5,4.685329615988198,4.705229470693929,-0.019899854705731634
E4_vs_E2,2022,fbs,324,Coastal Carolina,E4_D5_plus_defensive_experience,E2_D5,4.772144922010045,4.749961910702248,0.02218301130779743
E4_vs_E2,2022,fbs,326,Texas State,E4_D5_plus_defensive_experience,E2_D5,3.7718579159712498,3.7742926549995177,-0.0024347390282679626
E4_vs_E2,2022,fbs,328,Utah State,E4_D5_plus_defensive_experience,E2_D5,4.808423574054718,4.77960178490875,0.02882178914596789
E4_vs_E2,2022,fbs,333,Alabama,E4_D5_plus_defensive_experience,E2_D5,2.3804356881093285,2.375008875453837,0.0054268126554912755
E4_vs_E2,2022,fbs,344,Mississippi State,E4_D5_plus_defensive_experience,E2_D5,5.114022090337077,5.151180743180818,-0.037158652843741535
E4_vs_E2,2022,fbs,349,Army,E4_D5_plus_defensive_experience,E2_D5,4.631396007569458,4.615171810998127,0.016224196571331007
E4_vs_E2,2022,fbs,356,Illinois,E4_D5_plus_defensive_experience,E2_D5,4.778559016807978,4.805950225139174,-0.02739120833119646
E4_vs_E2,2022,fbs,36,Colorado State,E4_D5_plus_defensive_experience,E2_D5,3.8819123993905285,3.8439561781992513,0.03795622119127717
E4_vs_E2,2022,fbs,38,Colorado,E4_D5_plus_defensive_experience,E2_D5,4.464726265293656,4.404199213760661,0.0605270515329952
E4_vs_E2,2022,fbs,41,UConn,E4_D5_plus_defensive_experience,E2_D5,4.758835177542281,4.780365944626177,-0.02153076708389623
E4_vs_E2,2022,fbs,5,UAB,E4_D5_plus_defensive_experience,E2_D5,4.663958114128459,4.645358642707488,0.018599471420970737
E4_vs_E2,2022,fbs,52,Florida State,E4_D5_plus_defensive_experience,E2_D5,4.2319462928260805,4.274400700849222,-0.04245440802314171
E4_vs_E2,2022,fbs,57,Florida,E4_D5_plus_defensive_experience,E2_D5,4.489935160166341,4.492532098057185,-0.002596937890844586
E4_vs_E2,2022,fbs,58,South Florida,E4_D5_plus_defensive_experience,E2_D5,3.8599616257985354,3.8169691200660294,0.042992505732506014
E4_vs_E2,2022,fbs,59,Georgia Tech,E4_D5_plus_defensive_experience,E2_D5,4.55148402705096,4.552041652496538,-0.0005576254455776919
E4_vs_E2,2022,fbs,6,South Alabama,E4_D5_plus_defensive_experience,E2_D5,5.830608582780187,5.88592148462204,-0.055312901841853446
E4_vs_E2,2022,fbs,61,Georgia,E4_D5_plus_defensive_experience,E2_D5,1.4426584869287495,1.4442990578291572,-0.0016405709004077007
E4_vs_E2,2022,fbs,62,Hawai'i,E4_D5_plus_defensive_experience,E2_D5,3.750948751901415,3.6885358061721374,0.06241294572927769
E4_vs_E2,2022,fbs,66,Iowa State,E4_D5_plus_defensive_experience,E2_D5,4.738084764302149,4.748707783353402,-0.010623019051252847
E4_vs_E2,2022,fbs,68,Boise State,E4_D5_plus_defensive_experience,E2_D5,4.526336144380703,4.5241733496271985,0.002162794753504116
E4_vs_E2,2022,fbs,77,Northwestern,E4_D5_plus_defensive_experience,E2_D5,4.275409814909619,4.23356554002028,0.04184427488933906
E4_vs_E2,2022,fbs,8,Arkansas,E4_D5_plus_defensive_experience,E2_D5,4.3770645912392,4.366967262373565,0.010097328865634303
E4_vs_E2,2022,fbs,84,Indiana,E4_D5_plus_defensive_experience,E2_D5,4.644784924573171,4.642331001586339,0.0024539229868327794
E4_vs_E2,2022,fbs,87,Notre Dame,E4_D5_plus_defensive_experience,E2_D5,3.9591454684484044,3.9585420362043275,0.0006034322440768847
E4_vs_E2,2022,fbs,9,Arizona State,E4_D5_plus_defensive_experience,E2_D5,4.573063349717731,4.589017921697025,-0.015954571979293952
E4_vs_E2,2022,fbs,96,Kentucky,E4_D5_plus_defensive_experience,E2_D5,4.544955279565409,4.525228048229722,0.0197272313356871
E4_vs_E2,2022,fbs,97,Louisville,E4_D5_plus_defensive_experience,E2_D5,4.6895819806419965,4.722058873112352,-0.032476892470355345
E4_vs_E2,2022,fbs,98,Western Kentucky,E4_D5_plus_defensive_experience,E2_D5,4.662715672841983,4.664091273882896,-0.0013756010409124997
E4_vs_E2,2022,fbs,99,LSU,E4_D5_plus_defensive_experience,E2_D5,3.625900260762055,3.6315642346748116,-0.005663973912756415
E4_vs_E2,2023,fbs,103,Boston College,E4_D5_plus_defensive_experience,E2_D5,4.922610191405599,4.950050886895534,-0.02744069548993533
E4_vs_E2,2023,fbs,113,Massachusetts,E4_D5_plus_defensive_experience,E2_D5,3.4643374002598026,3.4686791014149385,-0.00434170115513588
E4_vs_E2,2023,fbs,12,Arizona,E4_D5_plus_defensive_experience,E2_D5,5.689746768624753,5.799891353479012,-0.11014458485425926
E4_vs_E2,2023,fbs,120,Maryland,E4_D5_plus_defensive_experience,E2_D5,4.327384312178446,4.328178239525718,-0.0007939273472716835
E4_vs_E2,2023,fbs,127,Michigan State,E4_D5_plus_defensive_experience,E2_D5,4.636398487679385,4.604964284292398,0.031434203386986326
E4_vs_E2,2023,fbs,130,Michigan,E4_D5_plus_defensive_experience,E2_D5,3.322265434143877,3.5689004888366047,-0.24663505469272762
E4_vs_E2,2023,fbs,135,Minnesota,E4_D5_plus_defensive_experience,E2_D5,4.949281986595159,4.930241166562087,0.01904082003307206
E4_vs_E2,2023,fbs,142,Missouri,E4_D5_plus_defensive_experience,E2_D5,4.416756245182965,4.473920672848333,-0.05716442766536822
E4_vs_E2,2023,fbs,145,Ole Miss,E4_D5_plus_defensive_experience,E2_D5,3.587922997107738,3.5800875812829456,0.007835415824792413
E4_vs_E2,2023,fbs,150,Duke,E4_D5_plus_defensive_experience,E2_D5,4.615310039849279,4.529608241495416,0.08570179835386238
E4_vs_E2,2023,fbs,151,East Carolina,E4_D5_plus_defensive_experience,E2_D5,4.6440371181045546,4.5543817194719844,0.0896553986325701
E4_vs_E2,2023,fbs,152,NC State,E4_D5_plus_defensive_experience,E2_D5,4.298661577938065,4.302525005822162,-0.0038634278840969927
E4_vs_E2,2023,fbs,153,North Carolina,E4_D5_plus_defensive_experience,E2_D5,4.62215368169489,4.526870379896578,0.0952833017983119
E4_vs_E2,2023,fbs,154,Wake Forest,E4_D5_plus_defensive_experience,E2_D5,4.8492703072000465,4.882453897424572,-0.03318359022452544
E4_vs_E2,2023,fbs,158,Nebraska,E4_D5_plus_defensive_experience,E2_D5,4.631067813588128,4.630780009619365,0.0002878039687628231
E4_vs_E2,2023,fbs,164,Rutgers,E4_D5_plus_defensive_experience,E2_D5,4.960796385427589,5.000458613151247,-0.03966222772365846
E4_vs_E2,2023,fbs,166,New Mexico State,E4_D5_plus_defensive_experience,E2_D5,5.278945131291086,5.334143184392841,-0.05519805310175485
E4_vs_E2,2023,fbs,167,New Mexico,E4_D5_plus_defensive_experience,E2_D5,4.531439146126545,4.437705321716853,0.09373382440969191
E4_vs_E2,2023,fbs,183,Syracuse,E4_D5_plus_defensive_experience,E2_D5,4.572122535845463,4.564718464489123,0.00740407135634058
E4_vs_E2,2023,fbs,189,Bowling Green,E4_D5_plus_defensive_experience,E2_D5,4.918183499078858,4.932558222905938,-0.01437472382708016
E4_vs_E2,2023,fbs,193,Miami (OH),E4_D5_plus_defensive_experience,E2_D5,4.8285757815414625,4.739693253680442,0.08888252786102058
E4_vs_E2,2023,fbs,194,Ohio State,E4_D5_plus_defensive_experience,E2_D5,2.8487598600152255,2.8510132217984476,-0.0022533617832221076
E4_vs_E2,2023,fbs,195,Ohio,E4_D5_plus_defensive_experience,E2_D5,4.675446121924734,4.652793778287642,0.02265234363709201
E4_vs_E2,2023,fbs,197,Oklahoma State,E4_D5_plus_defensive_experience,E2_D5,4.2634058588949655,4.356526934548887,-0.09312107565392136
E4_vs_E2,2023,fbs,2,Auburn,E4_D5_plus_defensive_experience,E2_D5,5.0320048211650406,5.047750254555827,-0.015745433390786268
E4_vs_E2,2023,fbs,2005,Air Force,E4_D5_plus_defensive_experience,E2_D5,4.813864175642714,4.760094712442514,0.05376946320019993
E4_vs_E2,2023,fbs,2006,Akron,E4_D5_plus_defensive_experience,E2_D5,2.9918420560808436,3.137872785851551,-0.14603072977070752
E4_vs_E2,2023,fbs,201,Oklahoma,E4_D5_plus_defensive_experience,E2_D5,3.822747375131835,3.859803980605274,-0.03705660547343914
E4_vs_E2,2023,fbs,202,Tulsa,E4_D5_plus_defensive_experience,E2_D5,3.957581121275147,3.937777939176975,0.019803182098172112
E4_vs_E2,2023,fbs,2026,App State,E4_D5_plus_defensive_experience,E2_D5,4.732422263394807,4.791410501840296,-0.058988238445489394
E4_vs_E2,2023,fbs,2032,Arkansas State,E4_D5_plus_defensive_experience,E2_D5,4.615961405486046,4.635438697073208,-0.019477291587161716
E4_vs_E2,2023,fbs,204,Oregon State,E4_D5_plus_defensive_experience,E2_D5,4.331427318747647,4.345272149331609,-0.013844830583962242
E4_vs_E2,2023,fbs,2050,Ball State,E4_D5_plus_defensive_experience,E2_D5,4.147552934852161,4.23875777982843,-0.0912048449762688
E4_vs_E2,2023,fbs,2084,Buffalo,E4_D5_plus_defensive_experience,E2_D5,4.501395896972374,4.423953105157846,0.07744279181452818
E4_vs_E2,2023,fbs,21,San Diego State,E4_D5_plus_defensive_experience,E2_D5,4.427520881750767,4.399067153189066,0.028453728561700586
E4_vs_E2,2023,fbs,2116,UCF,E4_D5_plus_defensive_experience,E2_D5,4.7063761428626885,4.6960446659493345,0.01033147691335401
E4_vs_E2,2023,fbs,2117,Central Michigan,E4_D5_plus_defensive_experience,E2_D5,4.062317066572407,4.088734471521314,-0.026417404948906764
E4_vs_E2,2023,fbs,213,Penn State,E4_D5_plus_defensive_experience,E2_D5,3.365475504122862,3.389700455209886,-0.02422495108702405
E4_vs_E2,2023,fbs,2132,Cincinnati,E4_D5_plus_defensive_experience,E2_D5,5.0670620631541485,5.070201319047611,-0.0031392558934628667
E4_vs_E2,2023,fbs,218,Temple,E4_D5_plus_defensive_experience,E2_D5,4.116473091015474,4.114055822925733,0.002417268089740965
E4_vs_E2,2023,fbs,2199,Eastern Michigan,E4_D5_plus_defensive_experience,E2_D5,4.1961036481903164,4.276652895592849,-0.08054924740253266
E4_vs_E2,2023,fbs,221,Pittsburgh,E4_D5_plus_defensive_experience,E2_D5,5.525910461824613,5.644691586784856,-0.11878112496024329
E4_vs_E2,2023,fbs,2226,Florida Atlantic,E4_D5_plus_defensive_experience,E2_D5,4.474174530932382,4.4867533268454975,-0.012578795913115393
E4_vs_E2,2023,fbs,2229,Florida International,E4_D5_plus_defensive_experience,E2_D5,3.3230750737866326,3.2937994503854515,0.02927562340118106
E4_vs_E2,2023,fbs,2247,Georgia State,E4_D5_plus_defensive_experience,E2_D5,4.695110511561755,4.7054456992628495,-0.010335187701094206
E4_vs_E2,2023,fbs,228,Clemson,E4_D5_plus_defensive_experience,E2_D5,4.171051617627083,4.2605498039193535,-0.08949818629227035
E4_vs_E2,2023,fbs,2294,Iowa,E4_D5_plus_defensive_experience,E2_D5,4.2809851484698385,4.280556524461596,0.0004286240082427284
E4_vs_E2,2023,fbs,23,San José State,E4_D5_plus_defensive_experience,E2_D5,5.166263603103557,5.119056882927006,0.047206720176551364
E4_vs_E2,2023,fbs,2305,Kansas,E4_D5_plus_defensive_experience,E2_D5,4.550994238570585,4.600485869370905,-0.04949163080032015
E4_vs_E2,2023,fbs,2306,Kansas State,E4_D5_plus_defensive_experience,E2_D5,3.928418885033436,3.914328396083608,0.014090488949828117
E4_vs_E2,2023,fbs,2309,Kent State,E4_D5_plus_defensive_experience,E2_D5,4.562256442883655,4.576437450948336,-0.014181008064681144
E4_vs_E2,2023,fbs,2335,Liberty,E4_D5_plus_defensive_experience,E2_D5,5.534326458529674,5.570586500612939,-0.036260042083265276
E4_vs_E2,2023,fbs,2348,Louisiana Tech,E4_D5_plus_defensive_experience,E2_D5,3.813477863886377,3.7948083237239714,0.018669540162405518
E4_vs_E2,2023,fbs,235,Memphis,E4_D5_plus_defensive_experience,E2_D5,4.624936527573852,4.642546606726903,-0.017610079153050684
E4_vs_E2,2023,fbs,238,Vanderbilt,E4_D5_plus_defensive_experience,E2_D5,4.840644343446797,4.837565351701626,0.0030789917451716775
E4_vs_E2,2023,fbs,239,Baylor,E4_D5_plus_defensive_experience,E2_D5,5.9893990369449,6.011975702681723,-0.022576665736822932
E4_vs_E2,2023,fbs,2390,Miami,E4_D5_plus_defensive_experience,E2_D5,4.577374658028265,4.49715663756239,0.08021802046587467
E4_vs_E2,2023,fbs,2393,Middle Tennessee,E4_D5_plus_defensive_experience,E2_D5,4.209661523078049,4.17816509197859,0.03149643109945899
E4_vs_E2,2023,fbs,24,Stanford,E4_D5_plus_defensive_experience,E2_D5,4.5397773099388825,4.57023515250672,-0.0304578425678379
E4_vs_E2,2023,fbs,242,Rice,E4_D5_plus_defensive_experience,E2_D5,4.535385997939961,4.496810536642861,0.03857546129709988
E4_vs_E2,2023,fbs,2426,Navy,E4_D5_plus_defensive_experience,E2_D5,4.21819606801843,4.222462182476392,-0.004266114457962544
