population,candidate,target_season,same_population_keys,n_team_seasons,n_training_rows,n_training_seasons,h_n_team_seasons,h_nll,h_crps,h_expected_rank_mae,h_median_rank_mae,h_interval_80_coverage,h_interval_80_average_width,h_top5_brier,h_top10_brier,h_top25_brier,candidate_n_team_seasons,candidate_nll,candidate_crps,candidate_expected_rank_mae,candidate_median_rank_mae,candidate_interval_80_coverage,candidate_interval_80_average_width,candidate_top5_brier,candidate_top10_brier,candidate_top25_brier,delta_n_team_seasons,delta_nll,delta_crps,delta_expected_rank_mae,delta_median_rank_mae,delta_interval_80_coverage,delta_interval_80_average_width,delta_top5_brier,delta_top10_brier,delta_top25_brier
single_coach,single_coach,2017,True,104,1271,13,104.0,4.497496484677511,0.11124714248830798,19.719019175917538,19.71153846153846,0.8444230769230769,73.88461538461539,0.015973822334035388,0.035126640819073594,0.05983474077579868,104.0,4.492996302723738,0.11035828024219804,19.541645159811473,19.442307692307693,0.8448076923076925,73.88461538461539,0.016121672696182546,0.03565743868096611,0.0589386980469314,0.0,-0.004500181953773108,-0.0008888622461099421,-0.1773740161060644,-0.2692307692307665,0.0003846153846155387,0.0,0.00014785036214715747,0.0005307978618925152,-0.0008960427288672787
single_coach,single_coach,2018,True,102,1375,14,102.0,4.470510723443264,0.10790268262767952,19.809502235323787,19.74019607843137,0.8298453996983409,73.6470588235294,0.01408657483928373,0.028720578889756487,0.09096517177930669,102.0,4.472135028904121,0.10795664483804236,19.75204158498924,19.59313725490196,0.8263574660633483,73.59803921568627,0.014200578915233875,0.029733123044092185,0.09228664649109887,0.0,0.0016243054608562346,5.396221036284288e-05,-0.057460650334547836,-0.14705882352940947,-0.003487933634992668,-0.049019607843135304,0.00011400407595014463,0.0010125441543356976,0.0013214747117921838
single_coach,single_coach,2019,True,106,1477,15,106.0,4.440306758943739,0.1080707981119395,19.60126677063338,19.617924528301888,0.8491528686946478,72.9622641509434,0.015556636950566605,0.025225078119789517,0.05900466166276416,106.0,4.441211541608559,0.10801186654377844,19.574900519740737,19.55188679245283,0.8512706969580285,72.91509433962264,0.016076075706762692,0.026189079794164453,0.058639346998974905,0.0,0.0009047826648203028,-5.8931568161058046e-05,-0.026366250892642995,-0.06603773584905781,0.0021178282633806944,-0.047169811320756594,0.0005194387561960872,0.0009640016743749369,-0.0003653146637892582
single_coach,single_coach,2020,True,110,1583,16,110.0,4.593696147084882,0.125437202272729,19.88910597956431,21.577272727272728,0.7853776223776227,71.4,0.014290908045931822,0.03156109094147196,0.08475692328899949,110.0,4.5894392956554855,0.12480021136337821,19.700471410587987,21.35,0.7881818181818181,71.43636363636364,0.014162884016284957,0.03155850111748143,0.08349509344917512,0.0,-0.004256851429396136,-0.0006369909093507931,-0.18863456897632247,-0.22727272727272663,0.002804195804195442,0.03636363636363171,-0.0001280240296468657,-2.5898239905328135e-06,-0.0012618298398243688
single_coach,single_coach,2021,True,98,1693,17,98.0,4.538004755617641,0.11547000798416378,20.586413120135866,21.102040816326532,0.8237244897959183,77.13265306122449,0.020759104019836667,0.04156015881485295,0.08804729502260684,98.0,4.534989054717247,0.11502639482917339,20.461343100632806,20.785714285714285,0.8286989795918368,77.03061224489795,0.02079761683418363,0.041439582930450414,0.08634390382168484,0.0,-0.003015700900394158,-0.000443613154990391,-0.12507001950305963,-0.3163265306122476,0.004974489795918524,-0.10204081632653583,3.8512814346962354e-05,-0.00012057588440253508,-0.0017033912009219998
single_coach,single_coach,2022,True,105,1791,18,105.0,4.504576866162698,0.11558823467494493,21.24300766160535,21.2,0.8197360872059668,73.42857142857143,0.01931440342376959,0.03823920606397902,0.09880961684375789,105.0,4.506389691229267,0.11575135130450791,21.34332778290416,21.428571428571427,0.8175559380378656,73.4,0.01955747194233874,0.03852331601050914,0.09972461417575049,0.0,0.0018128250665689905,0.000163116629562976,0.10032012129881096,0.22857142857142776,-0.002180149168101164,-0.028571428571424917,0.00024306851856915196,0.00028410994653011584,0.0009149973319926008
single_coach,single_coach,2023,True,103,1896,19,103.0,4.496850938818684,0.106287131058939,20.005863041578344,19.90776699029126,0.8636840724219366,76.22330097087378,0.006655432825147258,0.029221598785458398,0.058643882107921645,103.0,4.495756238397633,0.10589253907926859,19.816191452427933,19.75242718446602,0.864602466544214,76.22330097087378,0.006911705435019143,0.030141784417754926,0.05952345674691148,0.0,-0.0010947004210510869,-0.00039459197967041393,-0.18967158915041082,-0.15533980582524265,0.000918394122277455,0.0,0.00025627260987188486,0.0009201856322965281,0.0008795746389898343
single_coach,single_coach,2024,True,101,1999,20,101.0,4.615724219667555,0.12249639293510511,22.445282315300595,22.81188118811881,0.7837623762376237,76.0990099009901,0.030715790532581694,0.044036518915543055,0.09719412920721288,101.0,4.617274834922815,0.12277738784201796,22.447237429926204,22.89108910891089,0.7834983498349836,76.0990099009901,0.030492120200879082,0.04429085634715051,0.0980532752307967,0.0,0.0015506152552600128,0.0002809949069128431,0.0019551146256091556,0.07920792079207928,-0.00026402640264011623,0.0,-0.00022367033170261202,0.0002543374316074584,0.0008591460235838205
single_coach,single_coach,2025,True,101,2100,21,101.0,4.510387791740018,0.1074271072922484,20.873997236429368,20.465346534653467,0.8398209683982097,77.21782178217822,0.022076580898934738,0.036126624522003346,0.06416708010987383,101.0,4.511788727757706,0.1073473640594814,20.906011406015807,20.475247524752476,0.8411772684117726,77.1980198019802,0.022339919010786264,0.03651774004515765,0.06430584284791724,0.0,0.0014009360176876484,-7.974323276699335e-05,0.03201416958643932,0.009900990099009022,0.0013563000135629055,-0.01980198019802515,0.0002633381118515264,0.00039111552315430204,0.00013876273804340478
single_recruiting_current,single_recruiting_current,2007,True,116,351,3,116.0,4.415928945040485,0.10530697259258431,17.440795199717527,16.560344827586206,0.8685316936958978,70.92241379310344,0.02324282232246511,0.0426810332181915,0.08108777203485848,116.0,4.398392418140346,0.10525143680828714,17.70967667360272,17.07758620689655,0.8639013953603404,69.14655172413794,0.022192540533101563,0.04355739233028191,0.08307064886583203,0.0,-0.017536526900139293,-5.5535784297178203e-05,0.268881473885191,0.5172413793103452,-0.004630298335557392,-1.775862068965509,-0.0010502817893635469,0.0008763591120904135,0.0019828768309735484
single_recruiting_current,single_recruiting_current,2008,True,117,467,4,117.0,4.475069709435172,0.1148472319202223,19.056681074947335,19.0982905982906,0.8408119658119658,70.31623931623932,0.028081457752906065,0.05185047705043601,0.08792977568034746,117.0,4.510077746210833,0.11972236266383879,19.925433637512473,20.474358974358974,0.8189102564102564,68.41025641025641,0.028095859003412407,0.05383143354196585,0.09252134492840709,0.0,0.03500803677566022,0.004875130743616493,0.8687525625651382,1.3760683760683747,-0.021901709401709435,-1.9059829059829099,1.4401250506342056e-05,0.0019809564915298436,0.004591569248059632
