variant_key,week,endpoint,game,game_id,gippy_home_margin,opening_home_margin,cfbd_stored_later_home_margin,actual_home_margin,gippy_minus_open,gippy_minus_later,market_move,market_movement_toward_gippy,flags
context-1.2,3,opening,Virginia Tech at Maryland,401858232,4.652453883784622,-3.5,-2.5,-9.0,8.152453883784622,7.152453883784622,1.0,1.0,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.3,1,opening,North Texas at Indiana,401858425,18.61012534382393,40.5,40.5,36.0,-21.88987465617607,-21.88987465617607,0.0,0.0,
context-1.3,1,opening,Missouri State at Texas A&M,401856668,23.075623500460352,38.5,40.5,50.0,-15.424376499539648,-17.424376499539648,2.0,-2.0,
context-1.3,1,opening,Ball State at Ohio State,401858432,35.15236582457592,50.5,51.0,53.0,-15.347634175424083,-15.847634175424083,0.5,-0.5,
context-1.3,1,opening,Ohio at Nebraska,401858430,9.534570526671269,23.5,24.0,28.0,-13.965429473328731,-14.465429473328731,0.5,-0.5,
context-1.3,1,opening,Washington State at Washington,401858437,8.369189971275881,21.5,23.0,14.0,-13.130810028724119,-14.630810028724119,1.5,-1.5,
context-1.3,1,opening,Oklahoma State at Tulsa,401856772,0.42479358071491946,-11.5,-13.0,14.0,11.924793580714919,13.424793580714919,-1.5,-1.5,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.3,1,opening,SMU at Florida State,401858212,9.137436118909312,-2.5,-3.0,-3.0,11.637436118909312,12.137436118909312,-0.5,-0.5,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.3,1,opening,Kent State at South Carolina,401856665,24.3622175962888,34.5,36.5,57.0,-10.1377824037112,-12.1377824037112,2.0,-2.0,
context-1.3,1,opening,Central Michigan at New Mexico,401864498,2.3734973140313254,12.5,11.0,31.0,-10.126502685968674,-8.626502685968674,-1.5,1.5,
context-1.3,1,opening,UTEP at Oklahoma,401856664,30.53924473321478,40.5,41.0,51.0,-9.96075526678522,-10.46075526678522,0.5,-0.5,
context-1.3,2,opening,Southern Miss at Auburn,401856671,12.40599574146975,30.0,33.0,35.0,-17.594004258530248,-20.594004258530248,3.0,-3.0,CFBD stored field moved ≥3 points away from model
context-1.3,2,opening,Rice at Notre Dame,401859184,28.186700169265695,44.5,45.0,52.0,-16.313299830734305,-16.813299830734305,0.5,-0.5,
context-1.3,2,opening,Louisiana Tech at LSU,401867796,20.140016517751803,33.5,35.0,31.0,-13.359983482248197,-14.859983482248197,1.5,-1.5,
context-1.3,2,opening,Sacramento State at Fresno State,401860883,5.150935753856967,18.0,18.5,46.0,-12.849064246143033,-13.349064246143033,0.5,-0.5,
context-1.3,2,opening,App State at East Carolina,401864571,-4.296925440184328,8.0,6.5,-3.0,-12.296925440184328,-10.796925440184328,-1.5,1.5,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.3,2,opening,Charlotte at Ole Miss,401856676,35.80670336752241,47.5,44.5,32.0,-11.69329663247759,-8.69329663247759,-3.0,3.0,
context-1.3,2,opening,Louisiana at USC,401858445,19.41672856710252,31.0,31.0,19.0,-11.58327143289748,-11.58327143289748,0.0,0.0,
context-1.3,2,opening,Texas Tech at Oregon State,401856783,-15.849680382477361,-26.5,-25.5,-11.0,10.650319617522639,9.650319617522639,1.0,1.0,
context-1.3,2,opening,Georgia Southern at Clemson,401858219,10.577729632122024,21.0,19.5,15.0,-10.422270367877976,-8.922270367877976,-1.5,1.5,
context-1.3,2,opening,California at Syracuse,401858216,12.496382630415297,3.0,4.0,-3.0,9.496382630415297,8.496382630415297,1.0,1.0,
context-1.3,3,opening,Kent State at Ohio State,401858454,36.36035508329014,53.0,52.0,56.0,-16.639644916709862,-15.639644916709862,-1.0,1.0,
context-1.3,3,opening,North Texas at Texas State,401860889,-12.721590634325345,3.0,3.0,14.0,-15.721590634325345,-15.721590634325345,0.0,0.0,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.3,3,opening,Michigan State at Notre Dame,401858453,19.076536296275652,30.0,29.0,17.0,-10.923463703724348,-9.923463703724348,-1.0,1.0,
context-1.3,3,opening,Stanford at Duke,401858231,19.74192269364857,9.5,10.0,28.0,10.241922693648569,9.741922693648569,0.5,0.5,
context-1.3,3,opening,Virginia Tech at Maryland,401858232,6.642523309544824,-3.5,-2.5,-9.0,10.142523309544824,9.142523309544824,1.0,1.0,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.3,3,opening,Miami (OH) at Cincinnati,401856797,24.542714640617817,14.5,14.5,4.0,10.042714640617817,10.042714640617817,0.0,0.0,
context-1.3,3,opening,Western Kentucky at Indiana,401858449,34.50292267843566,44.0,45.0,38.0,-9.49707732156434,-10.49707732156434,1.0,-1.0,
context-1.3,3,opening,Northern Illinois at Arizona,401856793,25.01421561257059,34.5,34.5,25.0,-9.485784387429408,-9.485784387429408,0.0,0.0,
context-1.3,3,opening,Florida International at Florida Atlantic,401862771,-2.0916161377875433,7.0,5.0,6.0,-9.091616137787543,-7.091616137787543,-2.0,2.0,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.3,3,opening,UConn at Southern Miss,401861963,5.566903520094151,-3.5,-3.5,-28.0,9.06690352009415,9.06690352009415,0.0,0.0,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
history-1.1,1,opening,North Texas at Indiana,401858425,18.799861980666016,40.5,40.5,36.0,-21.700138019333984,-21.700138019333984,0.0,0.0,
history-1.1,1,opening,Missouri State at Texas A&M,401856668,19.448416478120986,38.5,40.5,50.0,-19.051583521879014,-21.051583521879014,2.0,-2.0,
history-1.1,1,opening,Ball State at Ohio State,401858432,32.61716584842961,50.5,51.0,53.0,-17.882834151570393,-18.382834151570393,0.5,-0.5,
history-1.1,1,opening,Ohio at Nebraska,401858430,8.066175423956327,23.5,24.0,28.0,-15.433824576043673,-15.933824576043673,0.5,-0.5,
history-1.1,1,opening,Kent State at South Carolina,401856665,20.64427229673195,34.5,36.5,57.0,-13.855727703268052,-15.855727703268052,2.0,-2.0,
history-1.1,1,opening,Oklahoma State at Tulsa,401856772,-0.4208618753903597,-11.5,-13.0,14.0,11.07913812460964,12.57913812460964,-1.5,-1.5,
history-1.1,1,opening,UAB at Illinois,401858424,16.69201034050974,27.5,26.5,19.0,-10.80798965949026,-9.80798965949026,-1.0,1.0,
history-1.1,1,opening,Liberty at James Madison,401869960,16.63994733945428,6.0,6.0,7.0,10.639947339454281,10.639947339454281,0.0,0.0,
history-1.1,1,opening,San José State at USC,401864494,24.936540965164397,35.5,37.0,16.0,-10.563459034835603,-12.063459034835603,1.5,-1.5,
history-1.1,1,opening,Washington State at Washington,401858437,11.591125040389905,21.5,23.0,14.0,-9.908874959610095,-11.408874959610095,1.5,-1.5,
history-1.1,2,opening,Southern Miss at Auburn,401856671,10.497454040870444,30.0,33.0,35.0,-19.502545959129556,-22.502545959129556,3.0,-3.0,CFBD stored field moved ≥3 points away from model
history-1.1,2,opening,Rice at Notre Dame,401859184,27.659787061243502,44.5,45.0,52.0,-16.840212938756498,-17.340212938756498,0.5,-0.5,
history-1.1,2,opening,Louisiana Tech at LSU,401867796,16.763205776752535,33.5,35.0,31.0,-16.736794223247465,-18.236794223247465,1.5,-1.5,
history-1.1,2,opening,Georgia Southern at Clemson,401858219,6.42425384572376,21.0,19.5,15.0,-14.57574615427624,-13.07574615427624,-1.5,1.5,
history-1.1,2,opening,Charlotte at Ole Miss,401856676,33.928851113577124,47.5,44.5,32.0,-13.571148886422876,-10.571148886422876,-3.0,3.0,
history-1.1,2,opening,Texas Tech at Oregon State,401856783,-13.049152412977636,-26.5,-25.5,-11.0,13.450847587022364,12.450847587022364,1.0,1.0,
history-1.1,2,opening,App State at East Carolina,401864571,-3.949233475664888,8.0,6.5,-3.0,-11.949233475664888,-10.449233475664888,-1.5,1.5,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
history-1.1,2,opening,Maryland at UConn,401858444,-0.9575194643130117,-12.5,-11.5,-24.0,11.542480535686988,10.542480535686988,1.0,1.0,
history-1.1,2,opening,Sacramento State at Fresno State,401860883,7.14235325030245,18.0,18.5,46.0,-10.857646749697551,-11.357646749697551,0.5,-0.5,
history-1.1,2,opening,Louisiana at USC,401858445,21.97578942810441,31.0,31.0,19.0,-9.02421057189559,-9.02421057189559,0.0,0.0,
history-1.1,3,opening,North Texas at Texas State,401860889,-14.960117517991137,3.0,3.0,14.0,-17.960117517991137,-17.960117517991137,0.0,0.0,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
history-1.1,3,opening,Kent State at Ohio State,401858454,37.09307063338653,53.0,52.0,56.0,-15.906929366613468,-14.906929366613468,-1.0,1.0,
history-1.1,3,opening,James Madison at San Diego State,401860887,-9.53153452030563,2.5,3.0,-13.0,-12.03153452030563,-12.53153452030563,0.5,-0.5,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
history-1.1,3,opening,Michigan State at Notre Dame,401858453,18.90484917380975,30.0,29.0,17.0,-11.095150826190249,-10.095150826190249,-1.0,1.0,
history-1.1,3,opening,Marshall at Missouri State,401871047,5.892981784601574,-4.0,-4.0,-6.0,9.892981784601574,9.892981784601574,0.0,0.0,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
history-1.1,3,opening,New Mexico at Oklahoma,401856690,13.83576220669294,23.5,21.0,8.0,-9.66423779330706,-7.164237793307059,-2.5,2.5,
history-1.1,3,opening,Kennesaw State at Tennessee,401856692,25.901636676783408,35.5,35.5,33.0,-9.598363323216592,-9.598363323216592,0.0,0.0,
history-1.1,3,opening,Louisiana Tech at Baylor,401867804,9.56761646175511,19.0,20.0,17.0,-9.43238353824489,-10.43238353824489,1.0,-1.0,
history-1.1,3,opening,Northern Illinois at Arizona,401856793,25.10488914055013,34.5,34.5,25.0,-9.395110859449868,-9.395110859449868,0.0,0.0,
history-1.1,3,opening,Akron at Minnesota,401858451,17.663056248730605,26.5,22.5,34.0,-8.836943751269395,-4.836943751269395,-4.0,4.0,
context-1.2,1,cfbd_stored_later,North Texas at Indiana,401858425,21.005714006433305,40.5,40.5,36.0,-19.494285993566695,-19.494285993566695,0.0,0.0,
context-1.2,1,cfbd_stored_later,Oklahoma State at Tulsa,401856772,5.117959769036382,-11.5,-13.0,14.0,16.617959769036382,18.117959769036382,-1.5,-1.5,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.2,1,cfbd_stored_later,Ball State at Ohio State,401858432,34.59168694930152,50.5,51.0,53.0,-15.908313050698482,-16.40831305069848,0.5,-0.5,
context-1.2,1,cfbd_stored_later,Missouri State at Texas A&M,401856668,24.33518177184632,38.5,40.5,50.0,-14.164818228153681,-16.16481822815368,2.0,-2.0,
context-1.2,1,cfbd_stored_later,Kent State at South Carolina,401856665,21.826011483512367,34.5,36.5,57.0,-12.673988516487633,-14.673988516487633,2.0,-2.0,
context-1.2,1,cfbd_stored_later,Akron at Wake Forest,401858204,13.177369474490092,22.5,27.5,22.0,-9.322630525509908,-14.322630525509908,5.0,-5.0,CFBD stored field moved ≥3 points away from model
context-1.2,1,cfbd_stored_later,Ohio at Nebraska,401858430,10.338124907661884,23.5,24.0,28.0,-13.161875092338116,-13.661875092338116,0.5,-0.5,
context-1.2,1,cfbd_stored_later,Washington State at Washington,401858437,9.997152532301515,21.5,23.0,14.0,-11.502847467698485,-13.002847467698485,1.5,-1.5,
context-1.2,1,cfbd_stored_later,Western Michigan at Michigan,401858428,14.707423204573692,26.5,27.5,1.0,-11.792576795426308,-12.792576795426308,1.0,-1.0,
context-1.2,1,cfbd_stored_later,Marshall at Penn State,401858434,11.108572451035283,23.5,23.0,45.0,-12.391427548964717,-11.891427548964717,-0.5,0.5,
context-1.2,2,cfbd_stored_later,Southern Miss at Auburn,401856671,6.454717095987846,30.0,33.0,35.0,-23.545282904012154,-26.545282904012154,3.0,-3.0,CFBD stored field moved ≥3 points away from model
context-1.2,2,cfbd_stored_later,Louisiana Tech at LSU,401867796,15.33809471611509,33.5,35.0,31.0,-18.16190528388491,-19.66190528388491,1.5,-1.5,
context-1.2,2,cfbd_stored_later,Rice at Notre Dame,401859184,28.10672832203048,44.5,45.0,52.0,-16.39327167796952,-16.89327167796952,0.5,-0.5,
context-1.2,2,cfbd_stored_later,Sacramento State at Fresno State,401860883,6.31193925959374,18.0,18.5,46.0,-11.68806074040626,-12.18806074040626,0.5,-0.5,
context-1.2,2,cfbd_stored_later,Texas Tech at Oregon State,401856783,-14.096103623501817,-26.5,-25.5,-11.0,12.403896376498183,11.403896376498183,1.0,1.0,
context-1.2,2,cfbd_stored_later,Louisiana at USC,401858445,19.61253028987524,31.0,31.0,19.0,-11.387469710124758,-11.387469710124758,0.0,0.0,
context-1.2,2,cfbd_stored_later,Charlotte at Ole Miss,401856676,33.34338036604843,47.5,44.5,32.0,-14.156619633951571,-11.156619633951571,-3.0,3.0,
context-1.2,2,cfbd_stored_later,App State at East Carolina,401864571,-3.5831974311255945,8.0,6.5,-3.0,-11.583197431125594,-10.083197431125594,-1.5,1.5,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.2,2,cfbd_stored_later,Penn State at Temple,401858442,-14.017032159841916,-23.5,-24.0,-18.0,9.482967840158084,9.982967840158084,-0.5,-0.5,
context-1.2,2,cfbd_stored_later,North Dakota State at Air Force,401864502,-11.607511730732869,-3.5,-2.0,-6.0,-8.107511730732869,-9.607511730732869,1.5,-1.5,
context-1.2,3,cfbd_stored_later,Kent State at Ohio State,401858454,36.03224249640632,53.0,52.0,56.0,-16.96775750359368,-15.967757503593681,-1.0,1.0,
context-1.2,3,cfbd_stored_later,North Texas at Texas State,401860889,-8.768446446837771,3.0,3.0,14.0,-11.768446446837771,-11.768446446837771,0.0,0.0,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.2,3,cfbd_stored_later,Western Kentucky at Indiana,401858449,33.914011095557164,44.0,45.0,38.0,-10.085988904442836,-11.085988904442836,1.0,-1.0,
context-1.2,3,cfbd_stored_later,Louisiana Tech at Baylor,401867804,9.900256327788721,19.0,20.0,17.0,-9.099743672211279,-10.099743672211279,1.0,-1.0,
context-1.2,3,cfbd_stored_later,UConn at Southern Miss,401861963,6.011031350188629,-3.5,-3.5,-28.0,9.51103135018863,9.51103135018863,0.0,0.0,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.2,3,cfbd_stored_later,Northern Illinois at Arizona,401856793,25.28413667320482,34.5,34.5,25.0,-9.21586332679518,-9.21586332679518,0.0,0.0,
context-1.2,3,cfbd_stored_later,Buffalo at Penn State,401858456,31.07650689221543,38.5,40.0,42.0,-7.423493107784569,-8.92349310778457,1.5,-1.5,
context-1.2,3,cfbd_stored_later,Michigan State at Notre Dame,401858453,20.17811106980396,30.0,29.0,17.0,-9.821888930196039,-8.821888930196039,-1.0,1.0,
context-1.2,3,cfbd_stored_later,Eastern Michigan at Wisconsin,401858460,14.797770357863007,24.5,23.5,44.0,-9.702229642136993,-8.702229642136993,-1.0,1.0,
context-1.2,3,cfbd_stored_later,UAB at Louisiana,401862776,14.61192736413264,7.5,7.0,7.0,7.11192736413264,7.61192736413264,-0.5,-0.5,
context-1.3,1,cfbd_stored_later,North Texas at Indiana,401858425,18.61012534382393,40.5,40.5,36.0,-21.88987465617607,-21.88987465617607,0.0,0.0,
context-1.3,1,cfbd_stored_later,Missouri State at Texas A&M,401856668,23.075623500460352,38.5,40.5,50.0,-15.424376499539648,-17.424376499539648,2.0,-2.0,
context-1.3,1,cfbd_stored_later,Ball State at Ohio State,401858432,35.15236582457592,50.5,51.0,53.0,-15.347634175424083,-15.847634175424083,0.5,-0.5,
context-1.3,1,cfbd_stored_later,Washington State at Washington,401858437,8.369189971275881,21.5,23.0,14.0,-13.130810028724119,-14.630810028724119,1.5,-1.5,
context-1.3,1,cfbd_stored_later,Ohio at Nebraska,401858430,9.534570526671269,23.5,24.0,28.0,-13.965429473328731,-14.465429473328731,0.5,-0.5,
context-1.3,1,cfbd_stored_later,Oklahoma State at Tulsa,401856772,0.42479358071491946,-11.5,-13.0,14.0,11.924793580714919,13.424793580714919,-1.5,-1.5,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.3,1,cfbd_stored_later,Kent State at South Carolina,401856665,24.3622175962888,34.5,36.5,57.0,-10.1377824037112,-12.1377824037112,2.0,-2.0,
context-1.3,1,cfbd_stored_later,SMU at Florida State,401858212,9.137436118909312,-2.5,-3.0,-3.0,11.637436118909312,12.137436118909312,-0.5,-0.5,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.3,1,cfbd_stored_later,Wisconsin at Notre Dame,401858438,9.268471498841967,16.5,20.5,28.0,-7.231528501158033,-11.231528501158033,4.0,-4.0,CFBD stored field moved ≥3 points away from model
context-1.3,1,cfbd_stored_later,Akron at Wake Forest,401858204,16.467749221707656,22.5,27.5,22.0,-6.032250778292344,-11.032250778292344,5.0,-5.0,CFBD stored field moved ≥3 points away from model
context-1.3,2,cfbd_stored_later,Southern Miss at Auburn,401856671,12.40599574146975,30.0,33.0,35.0,-17.594004258530248,-20.594004258530248,3.0,-3.0,CFBD stored field moved ≥3 points away from model
context-1.3,2,cfbd_stored_later,Rice at Notre Dame,401859184,28.186700169265695,44.5,45.0,52.0,-16.313299830734305,-16.813299830734305,0.5,-0.5,
context-1.3,2,cfbd_stored_later,Louisiana Tech at LSU,401867796,20.140016517751803,33.5,35.0,31.0,-13.359983482248197,-14.859983482248197,1.5,-1.5,
context-1.3,2,cfbd_stored_later,Sacramento State at Fresno State,401860883,5.150935753856967,18.0,18.5,46.0,-12.849064246143033,-13.349064246143033,0.5,-0.5,
context-1.3,2,cfbd_stored_later,Louisiana at USC,401858445,19.41672856710252,31.0,31.0,19.0,-11.58327143289748,-11.58327143289748,0.0,0.0,
context-1.3,2,cfbd_stored_later,App State at East Carolina,401864571,-4.296925440184328,8.0,6.5,-3.0,-12.296925440184328,-10.796925440184328,-1.5,1.5,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.3,2,cfbd_stored_later,North Dakota State at Air Force,401864502,-11.88175427597129,-3.5,-2.0,-6.0,-8.38175427597129,-9.88175427597129,1.5,-1.5,
context-1.3,2,cfbd_stored_later,Texas Tech at Oregon State,401856783,-15.849680382477361,-26.5,-25.5,-11.0,10.650319617522639,9.650319617522639,1.0,1.0,
context-1.3,2,cfbd_stored_later,Western Kentucky at Georgia,401856673,30.51428934568442,39.5,40.0,50.0,-8.985710654315579,-9.485710654315579,0.5,-0.5,
context-1.3,2,cfbd_stored_later,Georgia Southern at Clemson,401858219,10.577729632122024,21.0,19.5,15.0,-10.422270367877976,-8.922270367877976,-1.5,1.5,
context-1.3,3,cfbd_stored_later,North Texas at Texas State,401860889,-12.721590634325345,3.0,3.0,14.0,-15.721590634325345,-15.721590634325345,0.0,0.0,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.3,3,cfbd_stored_later,Kent State at Ohio State,401858454,36.36035508329014,53.0,52.0,56.0,-16.639644916709862,-15.639644916709862,-1.0,1.0,
context-1.3,3,cfbd_stored_later,Western Kentucky at Indiana,401858449,34.50292267843566,44.0,45.0,38.0,-9.49707732156434,-10.49707732156434,1.0,-1.0,
context-1.3,3,cfbd_stored_later,Miami (OH) at Cincinnati,401856797,24.542714640617817,14.5,14.5,4.0,10.042714640617817,10.042714640617817,0.0,0.0,
context-1.3,3,cfbd_stored_later,Michigan State at Notre Dame,401858453,19.076536296275652,30.0,29.0,17.0,-10.923463703724348,-9.923463703724348,-1.0,1.0,
context-1.3,3,cfbd_stored_later,Stanford at Duke,401858231,19.74192269364857,9.5,10.0,28.0,10.241922693648569,9.741922693648569,0.5,0.5,
context-1.3,3,cfbd_stored_later,Northern Illinois at Arizona,401856793,25.01421561257059,34.5,34.5,25.0,-9.485784387429408,-9.485784387429408,0.0,0.0,
context-1.3,3,cfbd_stored_later,Virginia Tech at Maryland,401858232,6.642523309544824,-3.5,-2.5,-9.0,10.142523309544824,9.142523309544824,1.0,1.0,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.3,3,cfbd_stored_later,UConn at Southern Miss,401861963,5.566903520094151,-3.5,-3.5,-28.0,9.06690352009415,9.06690352009415,0.0,0.0,model/CFBD-opening favorite inversion; model/CFBD-stored favorite inversion
context-1.3,3,cfbd_stored_later,Kennesaw State at Tennessee,401856692,26.875881762297258,35.5,35.5,33.0,-8.624118237702742,-8.624118237702742,0.0,0.0,
history-1.1,1,cfbd_stored_later,North Texas at Indiana,401858425,18.799861980666016,40.5,40.5,36.0,-21.700138019333984,-21.700138019333984,0.0,0.0,
history-1.1,1,cfbd_stored_later,Missouri State at Texas A&M,401856668,19.448416478120986,38.5,40.5,50.0,-19.051583521879014,-21.051583521879014,2.0,-2.0,
history-1.1,1,cfbd_stored_later,Ball State at Ohio State,401858432,32.61716584842961,50.5,51.0,53.0,-17.882834151570393,-18.382834151570393,0.5,-0.5,
history-1.1,1,cfbd_stored_later,Ohio at Nebraska,401858430,8.066175423956327,23.5,24.0,28.0,-15.433824576043673,-15.933824576043673,0.5,-0.5,
history-1.1,1,cfbd_stored_later,Kent State at South Carolina,401856665,20.64427229673195,34.5,36.5,57.0,-13.855727703268052,-15.855727703268052,2.0,-2.0,
history-1.1,1,cfbd_stored_later,Oklahoma State at Tulsa,401856772,-0.4208618753903597,-11.5,-13.0,14.0,11.07913812460964,12.57913812460964,-1.5,-1.5,
history-1.1,1,cfbd_stored_later,Miami at Stanford,401858206,-11.932682715978336,-21.5,-24.5,-39.0,9.567317284021664,12.567317284021664,-3.0,-3.0,CFBD stored field moved ≥3 points away from model
history-1.1,1,cfbd_stored_later,San José State at USC,401864494,24.936540965164397,35.5,37.0,16.0,-10.563459034835603,-12.063459034835603,1.5,-1.5,
history-1.1,1,cfbd_stored_later,Washington State at Washington,401858437,11.591125040389905,21.5,23.0,14.0,-9.908874959610095,-11.408874959610095,1.5,-1.5,
history-1.1,1,cfbd_stored_later,Liberty at James Madison,401869960,16.63994733945428,6.0,6.0,7.0,10.639947339454281,10.639947339454281,0.0,0.0,
history-1.1,2,cfbd_stored_later,Southern Miss at Auburn,401856671,10.497454040870444,30.0,33.0,35.0,-19.502545959129556,-22.502545959129556,3.0,-3.0,CFBD stored field moved ≥3 points away from model
history-1.1,2,cfbd_stored_later,Louisiana Tech at LSU,401867796,16.763205776752535,33.5,35.0,31.0,-16.736794223247465,-18.236794223247465,1.5,-1.5,
history-1.1,2,cfbd_stored_later,Rice at Notre Dame,401859184,27.659787061243502,44.5,45.0,52.0,-16.840212938756498,-17.340212938756498,0.5,-0.5,
history-1.1,2,cfbd_stored_later,Georgia Southern at Clemson,401858219,6.42425384572376,21.0,19.5,15.0,-14.57574615427624,-13.07574615427624,-1.5,1.5,
