week,game_id,kickoff,away_team,home_team,away_team_id,home_team_id,away_classification,home_classification,neutral_site,variant_key,variant_label,model_family,model_version,model_version_field,snapshot_id,publication_slot,publication_status,generation_timestamp,effective_cutoff,source_retrieved_at,source_context_snapshot_id,comparison_snapshot_id,selection_policy,is_reconstruction,is_retrospective_artifact,generated_after_target_week_start,timing_classification,source_prediction_state,gippy_expected_home_margin,gippy_median_home_margin,gippy_margin_interval_50,gippy_margin_interval_80,gippy_margin_interval_95,market_provider,market_formatted_spread,opening_home_margin,closing_home_margin,cfbd_later_home_margin,actual_home_score,actual_away_score,actual_home_margin,gippy_minus_open,gippy_minus_close,abs_gippy_minus_open,abs_gippy_minus_close,market_move,open_distance_to_gippy,close_distance_to_gippy,market_movement_toward_gippy,gippy_error_vs_actual,open_error_vs_actual,close_error_vs_actual,gippy_edge_vs_open,gippy_edge_vs_close,actual_residual_vs_open,actual_residual_vs_close,is_primary_fbs_vs_fbs,schedule_completed,exclusion_reasons
1,401856766,2026-08-29T16:00:00.000Z,North Carolina,TCU,153,2628,fbs,fbs,True,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,7.782009398205134,8.11300093207446,"[-4.934022509683915,20.781423952464632]","[-16.875360716659678,31.895800374336776]","[-30.362906865367155,44.32071359926008]",Bovada,TCU -7.5,7.5,7.5,7.5,10.0,15.0,-5.0,0.28200939820513415,0.28200939820513415,0.28200939820513415,0.28200939820513415,0.0,0.28200939820513415,0.28200939820513415,0.0,12.782009398205133,12.5,12.5,0.28200939820513415,0.28200939820513415,-12.5,-12.5,True,True,
1,401856772,2026-09-05T19:45:00.000Z,Oklahoma State,Tulsa,197,202,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,5.117959769036382,5.227088830734129,"[-7.915592650989898,18.240007321421547]","[-19.686722918251494,29.739192081316602]","[-32.81983788752752,42.54744095658936]",Bovada,Oklahoma State -13.0,-11.5,-13.0,-13.0,24.0,10.0,14.0,16.617959769036382,18.117959769036382,16.617959769036382,18.117959769036382,-1.5,16.617959769036382,18.117959769036382,-1.5,-8.882040230963618,-25.5,-27.0,16.617959769036382,18.117959769036382,25.5,27.0,True,True,
1,401856776,2026-09-04T00:00:00.000Z,Colorado,Georgia Tech,38,59,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,11.089169493404187,11.455785035863892,"[-1.8490990318217426,24.344316872573803]","[-14.013970552406546,35.59074262872712]","[-27.70226497136571,48.08987372985784]",Bovada,Georgia Tech -6.5,7.0,6.5,6.5,13.0,14.0,-1.0,4.089169493404187,4.589169493404187,4.089169493404187,4.589169493404187,-0.5,4.089169493404187,4.589169493404187,-0.5,12.089169493404187,8.0,7.5,4.089169493404187,4.589169493404187,-8.0,-7.5,True,True,
1,401856777,2026-09-05T19:30:00.000Z,Boston College,Cincinnati,103,2132,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,9.322556185245114,9.621607596631216,"[-3.7388606302418577,22.640942498313855]","[-15.874058574850972,34.02587601411173]","[-29.46593314727409,46.65800918085247]",Bovada,Cincinnati -7.0,9.5,7.0,7.0,34.0,15.0,19.0,-0.17744381475488602,2.322556185245114,0.17744381475488602,2.322556185245114,-2.5,0.17744381475488602,2.322556185245114,-2.145112370490228,-9.677443814754886,-9.5,-12.0,-0.17744381475488602,2.322556185245114,9.5,12.0,True,True,
1,401856778,2026-09-05T16:00:00.000Z,Oregon State,Houston,204,248,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,16.73041707218804,17.262522445147678,"[4.423520433875059,29.50676235864039]","[-7.5938710470669495,40.19625345457457]","[-21.40379312272314,52.22104444879049]",Bovada,Houston -20.5,18.5,20.5,20.5,33.0,20.0,13.0,-1.7695829278119604,-3.7695829278119604,1.7695829278119604,3.7695829278119604,2.0,1.7695829278119604,3.7695829278119604,-2.0,3.7304170721880396,5.5,7.5,-1.7695829278119604,-3.7695829278119604,-5.5,-7.5,True,True,
1,401856780,2026-09-05T16:00:00.000Z,Coastal Carolina,West Virginia,324,277,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,10.767552115402843,11.130388324120165,"[-2.085223350385575,23.929531344018116]","[-14.177597912461136,35.1149544534239]","[-27.797223265457088,47.57777802540275]",Bovada,West Virginia -21.0,17.5,21.0,21.0,31.0,24.0,7.0,-6.732447884597157,-10.232447884597157,6.732447884597157,10.232447884597157,3.5,6.732447884597157,10.232447884597157,-3.5,3.767552115402843,10.5,14.0,-6.732447884597157,-10.232447884597157,-10.5,-14.0,True,True,
1,401858201,2026-08-29T23:00:00.000Z,Hawai'i,Stanford,62,24,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,3.351497598881869,3.3638604078128287,"[-9.891535986403706,16.60540173507392]","[-21.696414184220583,28.379004314351373]","[-34.819988761024184,41.46206478869199]",Bovada,Stanford -5.0,3.0,5.0,5.0,37.0,27.0,10.0,0.35149759888186916,-1.6485024011181308,0.35149759888186916,1.6485024011181308,2.0,0.35149759888186916,1.6485024011181308,-1.2970048022362617,-6.648502401118131,-7.0,-5.0,0.35149759888186916,-1.6485024011181308,7.0,5.0,True,True,
1,401858202,2026-08-29T19:30:00.000Z,NC State,Virginia,152,258,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,-2.7642662209743283,-3.0421710423826487,"[-15.829198773534616,10.073576870960041]","[-27.055691625760108,21.990720710882385]","[-39.592527388707744,35.36756355422174]",Bovada,Virginia -4.0,3.5,4.0,4.0,34.0,8.0,26.0,-6.264266220974328,-6.764266220974328,6.264266220974328,6.764266220974328,0.5,6.264266220974328,6.764266220974328,-0.5,-28.764266220974328,-22.5,-22.0,-6.264266220974328,-6.764266220974328,22.5,22.0,True,True,
1,401858204,2026-09-03T23:00:00.000Z,Akron,Wake Forest,2006,154,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,13.177369474490092,13.662439953434456,"[0.4017614253050732,26.36778051583063]","[-11.85509715300585,37.41367911253669]","[-25.726366764222735,49.72754093268379]",Bovada,Wake Forest -27.5,22.5,27.5,27.5,38.0,16.0,22.0,-9.322630525509908,-14.322630525509908,9.322630525509908,14.322630525509908,5.0,9.322630525509908,14.322630525509908,-5.0,-8.822630525509908,0.5,5.5,-9.322630525509908,-14.322630525509908,-0.5,-5.5,True,True,
1,401858206,2026-09-05T01:00:00.000Z,Miami,Stanford,2390,24,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,-14.741733156957455,-15.215567107526422,"[-26.504005087543643,-3.432191194594006]","[-36.571522330156895,7.826165702537553]","[-48.16759894239992,21.18162625778147]",Bovada,Miami -24.5,-21.5,-24.5,-24.5,6.0,45.0,-39.0,6.758266843042545,9.758266843042545,6.758266843042545,9.758266843042545,-3.0,6.758266843042545,9.758266843042545,-3.0,24.258266843042545,17.5,14.5,6.758266843042545,9.758266843042545,-17.5,-14.5,True,True,
1,401858207,2026-09-05T16:30:00.000Z,Miami (OH),Pittsburgh,193,221,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,13.492205253001288,13.945013534068886,"[0.7889734990353763,26.58872220072154]","[-11.360252932878529,37.606281929751816]","[-25.139922035110118,49.901942690799416]",Bovada,Pittsburgh -16.0,16.5,16.0,16.0,59.0,14.0,45.0,-3.0077947469987123,-2.5077947469987123,3.0077947469987123,2.5077947469987123,-0.5,3.0077947469987123,2.5077947469987123,0.5,-31.507794746998712,-28.5,-29.0,-3.0077947469987123,-2.5077947469987123,28.5,29.0,True,True,
1,401858209,2026-09-05T19:30:00.000Z,Tulane,Duke,2655,150,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,2.975107534085059,2.9572843255665915,"[-10.5272225519064,16.462697416488794]","[-22.4508274818913,28.431318896168243]","[-35.62386102157095,41.65793518732865]",Bovada,Duke -8.0,8.5,8.0,8.0,17.0,3.0,14.0,-5.524892465914942,-5.024892465914942,5.524892465914942,5.024892465914942,-0.5,5.524892465914942,5.024892465914942,0.5,-11.024892465914942,-5.5,-6.0,-5.524892465914942,-5.024892465914942,5.5,6.0,True,True,
1,401858210,2026-09-06T02:30:00.000Z,UCLA,California,26,25,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,5.014973309130292,5.08638592283234,"[-8.232052007292035,18.325413348408482]","[-20.132532673498122,30.045248737549986]","[-33.37196503657912,43.04750245769515]",Bovada,UCLA -2.5,3.5,-2.5,-2.5,24.0,45.0,-21.0,1.5149733091302924,7.514973309130292,1.5149733091302924,7.514973309130292,-6.0,1.5149733091302924,7.514973309130292,-6.0,26.01497330913029,24.5,18.5,1.5149733091302924,7.514973309130292,-24.5,-18.5,True,True,
1,401858212,2026-09-07T23:30:00.000Z,SMU,Florida State,2567,52,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,4.970959078608015,5.038471538330535,"[-8.072315045106096,18.06115456671891]","[-19.74472946195993,29.57009916637828]","[-32.73386851163835,42.39234417262976]",Bovada,SMU -3.0,-2.5,-3.0,-3.0,24.0,27.0,-3.0,7.470959078608015,7.970959078608015,7.470959078608015,7.970959078608015,-0.5,7.470959078608015,7.970959078608015,-0.5,7.970959078608015,0.5,0.0,7.470959078608015,7.970959078608015,-0.5,0.0,True,True,
1,401858423,2026-09-03T22:00:00.000Z,Massachusetts,Rutgers,113,164,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,28.75186518131402,28.979839799199652,"[18.2611727999973,39.473170852417795]","[8.158318519653182,49.009480904643034]","[-3.9409345780850913,60.1904073586143]",Bovada,Rutgers -29.0,30.5,29.0,29.0,21.0,37.0,-16.0,-1.7481348186859798,-0.24813481868597975,1.7481348186859798,0.24813481868597975,-1.5,1.7481348186859798,0.24813481868597975,1.5,44.75186518131402,46.5,45.0,-1.7481348186859798,-0.24813481868597975,-46.5,-45.0,True,True,
1,401858424,2026-09-04T01:00:00.000Z,UAB,Illinois,5,356,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,15.125313966613257,15.660106831325281,"[2.507908231266848,28.207539633480167]","[-9.73050909718892,39.110777503798346]","[-23.67190252143931,51.295290169277116]",Bovada,Illinois -26.5,27.5,26.5,26.5,42.0,23.0,19.0,-12.374686033386743,-11.374686033386743,12.374686033386743,11.374686033386743,-1.0,12.374686033386743,11.374686033386743,1.0,-3.874686033386743,8.5,7.5,-12.374686033386743,-11.374686033386743,-8.5,-7.5,True,True,
1,401858425,2026-09-05T16:00:00.000Z,North Texas,Indiana,249,84,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,21.005714006433305,21.57234476605604,"[9.414808199398015,33.13136065936391]","[-2.236311640449105,43.35550550816032]","[-15.993610275261197,55.0481930477727]",Bovada,Indiana -40.5,40.5,40.5,40.5,52.0,16.0,36.0,-19.494285993566695,-19.494285993566695,19.494285993566695,19.494285993566695,0.0,19.494285993566695,19.494285993566695,0.0,-14.994285993566695,4.5,4.5,-19.494285993566695,-19.494285993566695,-4.5,-4.5,True,True,
1,401858426,2026-09-05T20:15:00.000Z,Northern Illinois,Iowa,2459,2294,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,24.61888788344905,25.204253943817974,"[13.297783276670057,36.49451194678867]","[1.8545449665011249,46.4744691818764]","[-11.767304991404684,57.940434791079596]",Bovada,Iowa -32.0,29.5,32.0,32.0,40.0,0.0,40.0,-4.881112116550948,-7.381112116550948,4.881112116550948,7.381112116550948,2.5,4.881112116550948,7.381112116550948,-2.5,-15.381112116550948,-10.5,-8.0,-4.881112116550948,-7.381112116550948,10.5,8.0,True,True,
1,401858428,2026-09-05T23:30:00.000Z,Western Michigan,Michigan,2711,130,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,14.707423204573692,15.179128716104646,"[2.649811301539444,27.159429070348782]","[-9.088267039227974,37.718994079147315]","[-22.549379314076788,49.71588363341553]",Bovada,Michigan -27.5,26.5,27.5,27.5,13.0,12.0,1.0,-11.792576795426308,-12.792576795426308,11.792576795426308,12.792576795426308,1.0,11.792576795426308,12.792576795426308,-1.0,13.707423204573692,25.5,26.5,-11.792576795426308,-12.792576795426308,-25.5,-26.5,True,True,
1,401858429,2026-09-05T00:00:00.000Z,Toledo,Michigan State,2649,127,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,0.7483914464774333,0.6344739465850039,"[-12.547439613904112,13.94474421754335]","[-24.19289450840526,25.87789643601029]","[-37.11642501029926,39.171887845031925]",Bovada,Michigan State -10.0,10.5,10.0,10.0,30.0,20.0,10.0,-9.751608553522567,-9.251608553522567,9.751608553522567,9.251608553522567,-0.5,9.751608553522567,9.251608553522567,0.5,-9.251608553522567,0.5,0.0,-9.751608553522567,-9.251608553522567,-0.5,0.0,True,True,
1,401858430,2026-09-05T16:00:00.000Z,Ohio,Nebraska,195,158,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,10.338124907661884,10.668383288611752,"[-2.6118955255251537,23.571094915101252]","[-14.719765278495222,34.852299931075336]","[-28.32226459454248,47.39612302283915]",Bovada,Nebraska -24.0,23.5,24.0,24.0,49.0,21.0,28.0,-13.161875092338116,-13.661875092338116,13.161875092338116,13.661875092338116,0.5,13.161875092338116,13.661875092338116,-0.5,-17.661875092338114,-4.5,-4.0,-13.161875092338116,-13.661875092338116,4.5,4.0,True,True,
1,401858432,2026-09-05T16:30:00.000Z,Ball State,Ohio State,2050,194,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,34.59168694930152,34.826844244116764,"[24.582951872922585,44.830469122851085]","[14.854023676210675,53.97989020321521]","[3.078291904074965,64.84561320921219]",Bovada,Ohio State -51.0,50.5,51.0,51.0,56.0,3.0,53.0,-15.908313050698482,-16.40831305069848,15.908313050698482,16.40831305069848,0.5,15.908313050698482,16.40831305069848,-0.5,-18.40831305069848,-2.5,-2.0,-15.908313050698482,-16.40831305069848,2.5,2.0,True,True,
1,401858433,2026-09-05T19:30:00.000Z,Boise State,Oregon,68,2483,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,19.50011306671484,19.862804042983516,"[8.598480110986877,30.73841315030363]","[-2.118585242497146,40.55004559834853]","[-14.86818536125675,51.9956134798025]",Bovada,Oregon -25.0,24.5,25.0,25.0,34.0,27.0,7.0,-4.999886933285161,-5.499886933285161,4.999886933285161,5.499886933285161,0.5,4.999886933285161,5.499886933285161,-0.5,12.500113066714839,17.5,18.0,-4.999886933285161,-5.499886933285161,-17.5,-18.0,True,True,
1,401858434,2026-09-05T19:30:00.000Z,Marshall,Penn State,276,213,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-preseason-context,2026-preseason,official,2026-09-05T20:12:56.196105Z,,,2026-preseason-context,,reconstruction,True,False,True,reconstruction_without_effective_cutoff,future,11.108572451035283,11.484164878110711,"[-1.7746011083284492,24.309622830971907]","[-13.909557212038232,35.50699788093866]","[-27.56613007022263,47.97592766376513]",Bovada,Penn State -23.0,23.5,23.0,23.0,45.0,0.0,45.0,-12.391427548964717,-11.891427548964717,12.391427548964717,11.891427548964717,-0.5,12.391427548964717,11.891427548964717,0.5,-33.891427548964714,-21.5,-22.0,-12.391427548964717,-11.891427548964717,21.5,22.0,True,True,
