bin,control,correlation,early_defense_mean,early_offense_mean,kind,lag,late_defense_mean,late_offense_mean,n_games,n_pairs,period,relation,scale,season,slope,team_id
,,,-1.9236144571565574,-2.024784047799829,early_late,,-3.671198236752292,5.773262236343368,10,,development,,,2020,,258
,,,-7.716400528360412,-5.32965916514846,early_late,,5.027956412404965,12.377660738579882,5,,development,,,2020,,2582
,,,-2.702708847610025,8.196121561746702,early_late,,-4.4462408522467785,0.5525895571099486,11,,development,,,2020,,259
,,,-3.225686564796798,10.27314384455993,early_late,,-2.6461290322207036,5.852701377136024,7,,development,,,2020,,26
,,,4.922371948294251,-8.850647323654362,early_late,,-1.7609397956816508,0.20217765210640928,6,,development,,,2020,,2617
,,,5.486194511039011,-14.627064125749035,early_late,,8.295503999223504,-2.3177546375645424,4,,development,,,2020,,2619
,,,5.751736148794942,-0.693474615025216,early_late,,12.081666515518826,2.868407878730782,10,,development,,,2020,,2623
,,,-0.7717917633443371,-1.6729613539876091,early_late,,2.3916747315829983,2.290505140939726,10,,development,,,2020,,2628
,,,0.8674198943526624,-9.412505409102051,early_late,,1.85095171039423,1.4876930736061835,7,,development,,,2020,,2630
,,,-0.6417940798027211,-0.9429636704459938,early_late,,4.261690433097281,-3.2394791575459907,10,,development,,,2020,,2633
,,,1.1839708219692586,-3.095954481485453,early_late,,-2.519711421207342,-3.8829700579953883,7,,development,,,2020,,2634
,,,0.26187903171865184,-0.6847129384027278,early_late,,1.630679525380124,-6.482579111407922,7,,development,,,2020,,2635
,,,-0.5592663329019084,-1.272410870429404,early_late,,2.1276516848575837,-0.6332507718457437,12,,development,,,2020,,2636
,,,5.837363041368054,-8.549731389927885,early_late,,-5.9383303737716515,4.8105000355850756,8,,development,,,2020,,2638
,,,-6.780814934781501,-2.7819845254247717,early_late,,-0.30338094197343146,-4.8045505326167035,4,,development,,,2020,,264
,,,-7.2786287123941165,6.165831760701542,early_late,,-5.464605394989492,1.4342250143672381,10,,development,,,2020,,2641
,,,2.640554784656302,-5.719250836378694,early_late,,-0.9495702124405607,-6.062828849228606,12,,development,,,2020,,2643
,,,-1.4185779082527805,7.4135858344372805,early_late,,0.8840696430497795,-0.28376661426015914,6,,development,,,2020,,2649
,,,-4.599720820848125,8.899109588508603,early_late,,-4.538616364745671,1.9602140446110532,4,,development,,,2020,,265
,,,-2.5967233718932805,1.6477371012023787,early_late,,6.676706349312479,-1.4911299079974605,11,,development,,,2020,,2653
,,,-9.588332755441737,6.243830987248326,early_late,,6.3824604992658065,4.954891375895811,12,,development,,,2020,,2655
,,,10.75667993372474,-2.856578703063309,early_late,,17.26811311233632,1.6548544755482741,6,,development,,,2020,,2674
,,,10.10734070722204,6.9940820704339925,early_late,,7.54051257638888,9.427253939600835,8,,development,,,2020,,2678
,,,-1.6105730797253284,-2.5571650498467093,early_late,,-4.315378278864627,-10.928636915652673,6,,development,,,2020,,2692
,,,-6.216235008027669,-1.8294936448157155,early_late,,6.589399753219133,4.642807783097752,6,,development,,,2020,,2710
,,,-7.458087005834359,19.04074340352237,early_late,,-11.604542284404332,2.560954791619063,6,,development,,,2020,,2711
,,,-3.3632068147159533,1.9436542309157172,early_late,,-2.6142872644332416,-0.6275459012212877,9,,development,,,2020,,2717
,,,5.683210205265578,-10.930048431522469,early_late,,6.460082912296361,-0.6531757244916854,3,,development,,,2020,,2729
,,,-1.8087371403764338,-12.42199577716448,early_late,,-16.45839055108571,-5.738315854540423,5,,development,,,2020,,2747
,,,12.05793151986037,1.8900952625504328,early_late,,4.285803373677993,-10.854965516055362,7,,development,,,2020,,275
,,,4.456163531209156,4.62166060723255,early_late,,11.300875091205208,-4.86696116610473,6,,development,,,2020,,2751
,,,6.374021758850534,-10.239236877937513,early_late,,6.068602571686883,-6.5446560651011625,7,,development,,,2020,,2754
,,,-4.913011745834968,-13.08182593817857,early_late,,-26.48650488774949,-16.155319080093093,4,,development,,,2020,,2755
,,,12.74135137975028,0.1858118528459393,early_late,,5.3301009094741305,-10.482748120441205,10,,development,,,2020,,276
,,,-1.3630576694853125,-3.1185971963896533,early_late,,9.98766333192501,-5.6251856979903305,10,,development,,,2020,,277
,,,14.304655130254744,-16.308603506533302,early_late,,2.5500241607049894,-6.063234476083056,3,,development,,,2020,,2771
,,,-1.2452693844196976,1.5868943582703636,early_late,,-5.23152231983991,6.600641422850152,6,,development,,,2020,,278
,,,6.633495450682787,-12.97976318610526,early_late,,13.294538295479306,-6.31872034130874,4,,development,,,2020,,2803
,,,2.9053173678006226,-6.141160503060206,early_late,,4.163814840306417,-2.2742686355311883,13,,development,,,2020,,290
,,,0.05349717209630711,25.440238535308264,early_late,,-25.950921549010104,13.102486480868516,6,,development,,,2020,,2916
,,,-3.085929957214097,-2.253766214524036,early_late,,-5.777829055929508,1.0543346867605525,6,,development,,,2020,,30
,,,-0.27547287403898996,-15.888731510827037,early_late,,-7.082333488597576,-12.362258792052288,6,,development,,,2020,,301
,,,9.926263974312416,-4.18699466247563,early_late,,-6.493900961683263,11.559507068195357,5,,development,,,2020,,302
,,,-8.089858201729507,9.630216494815778,early_late,,8.754177980975664,3.47425267752095,6,,development,,,2020,,304
,,,1.6942989639963706,-4.006870626646902,early_late,,-5.0706614404730646,-0.16489723050972552,11,,development,,,2020,,309
,,,-10.443395145817906,-7.556653782605952,early_late,,-6.146788651484723,-0.26004728827276935,4,,development,,,2020,,311
,,,17.004587568256664,-0.6086710685313825,early_late,,-1.7478118992673721,-11.361070536055419,3,,development,,,2020,,322
,,,-0.7394908471667385,1.8806979486390993,early_late,,-2.613949877709581,-1.7081856677462401,12,,development,,,2020,,324
,,,1.2285593034321678,5.394056379455563,early_late,,-5.911794803845322,10.587035605511408,12,,development,,,2020,,326
,,,0.9245419952164985,-6.909960928760107,early_late,,-0.7765164616929235,-2.611019385669529,6,,development,,,2020,,328
,,,-9.079650398115714,4.30709096509624,early_late,,-3.487476534468952,9.149264828743002,7,,development,,,2020,,331
,,,-3.147019978977765,10.518477097045627,early_late,,2.7670319342152214,13.740834973703235,13,,development,,,2020,,333
,,,-3.637639938793564,-12.250898575581608,early_late,,-2.359773118926224,-6.9730317557142705,3,,development,,,2020,,338
,,,3.542066488143695,-7.559103102499577,early_late,,2.2353581509624414,0.3077890275924477,11,,development,,,2020,,344
,,,5.8323158472276075,-5.926136970517445,early_late,,6.286120030390063,-10.613156905924209,12,,development,,,2020,,349
,,,-1.6569855807666194,-5.908155171409891,early_late,,1.8498593527469893,5.098689762103719,8,,development,,,2020,,356
,,,-0.925659594776171,0.07317081458055696,early_late,,-2.831929315881627,1.1669010934751025,4,,development,,,2020,,36
,,,-1.6488609681930317,5.1833027744970295,early_late,,-8.135015105162164,-5.822317094592214,6,,development,,,2020,,38
,,,-2.5522619862184897,3.834479376993464,early_late,,0.6933841483541929,-23.419874488433855,4,,development,,,2020,,399
,,,12.338178581496805,4.47491994470876,early_late,,9.317745282511735,-5.795513354276311,8,,development,,,2020,,48
,,,1.9774216139044851,-1.0917103970651212,early_late,,4.696176066011724,-3.204993524631548,9,,development,,,2020,,5
,,,-1.8537890917390527,-1.6729211027086608,early_late,,-6.31678953050327,4.5820408788534595,9,,development,,,2020,,52
,,,2.7687631798300596,-2.564415668678176,early_late,,5.768204196544496,-1.5593401545292649,13,,development,,,2020,,55
,,,-2.074208718497875,-8.187467355285921,early_late,,0.8045158734854372,-14.308742763302611,4,,development,,,2020,,56
,,,-6.822747909217791,13.416349634078882,early_late,,-8.075458834685515,1.7372391758844354,12,,development,,,2020,,57
,,,3.343375155562094,-5.475756855407515,early_late,,-8.788979998635662,11.509850410721066,9,,development,,,2020,,58
,,,-7.704238964044206,-1.4054085546874782,early_late,,-0.44331134952871665,3.6555190598280114,10,,development,,,2020,,59
,,,2.508657014191639,-1.392512576451633,early_late,,6.257080641425844,-5.744088949217428,11,,development,,,2020,,6
,,,5.183472483327947,-4.917697107315325,early_late,,-3.095694659789823,0.37977687102277213,10,,development,,,2020,,61
,,,-3.134226217596435,-6.885395808239708,early_late,,1.8281320734228153,1.6152830435074776,9,,development,,,2020,,62
,,,-3.9313679530521153,-1.4325375436953862,early_late,,5.290944080308517,0.270308757545133,12,,development,,,2020,,66
,,,-7.541520328934894,4.290643413755166,early_late,,-1.161551570492671,-0.552320460226027,7,,development,,,2020,,68
,,,-0.03484517749303725,1.018562852385583,early_late,,0.27314579062551897,-3.6734461794958597,6,,development,,,2020,,70
,,,7.297745485301021,-6.203424105342251,early_late,,6.058325740608051,-10.266202728579355,9,,development,,,2020,,77
,,,1.9777246848395413,-1.8355339519485043,early_late,,-11.316846278955438,2.8698950842565147,10,,development,,,2020,,79
,,,5.392568272074657,3.291398681431383,early_late,,-8.427821518919666,3.871008890437062,10,,development,,,2020,,8
,,,0.5314433697765342,-1.9697262208667379,early_late,,4.9881713955125635,-5.4025974942207915,8,,development,,,2020,,84
,,,4.181220704703989,-6.153282219272616,early_late,,-4.605121115199467,0.7075768953704843,12,,development,,,2020,,87
,,,2.486791928658075,-4.014377661985197,early_late,,1.6961153925682773,24.194945801925005,4,,development,,,2020,,9
,,,8.691954122258645,2.412028818803931,early_late,,1.1467777266176524,5.283519089829606,7,,development,,,2020,,93
,,,7.937812498461301,-3.1633570921819696,early_late,,-1.846031882761156,-6.940267672797816,11,,development,,,2020,,96
,,,0.8236569202127171,-0.2775126704305553,early_late,,2.776846388297011,4.942343464320405,11,,development,,,2020,,97
,,,2.678485878645109,-7.534658658882388,early_late,,6.47361800513082,-5.953951118239175,12,,development,,,2020,,98
,,,-11.334462903063221,2.5643675062935083,early_late,,-4.66017601102856,4.238654398328168,10,,development,,,2020,,99
,,,5.497700267308481,0.11788906311431961,early_late,,4.66870339053974,-7.4991328667702,12,,development,,,2021,,103
,,,-2.9987414498490668,-0.13862685916387404,early_late,,4.847523924602273,-0.05144899790005957,13,,development,,,2021,,107
,,,4.204226874368449,-0.009031762419598266,early_late,,2.917483260468624,-1.495775376319422,10,,development,,,2021,,108
,,,-3.312299491649986,-0.6468024156265925,early_late,,-9.053730629556592,-4.312183447301645,12,,development,,,2021,,113
,,,5.365666543955652,-3.87954421986451,early_late,,-2.500149096545076,-1.946741066666455,11,,development,,,2021,,119
,,,4.4862470042458735,-5.319963732675011,early_late,,6.230816546471723,1.8963136224951178,12,,development,,,2021,,12
,,,-4.313303588763285,-1.02644812629078,early_late,,-2.4517564857851255,2.824445752662983,13,,development,,,2021,,120
,,,-2.215641079044605,-1.9287856165720996,early_late,,-5.897216237124147,-3.3352997129617523,13,,development,,,2021,,127
,,,-3.0090305069282914,-1.4542412707484513,early_late,,-3.9203978661305876,-0.7003231695853014,11,,development,,,2021,,13
,,,1.2723046628224153,-2.228864927820856,early_late,,1.649690699718834,0.2746933386868961,14,,development,,,2021,,130
,,,2.5444763366029393,-7.456693254040334,early_late,,8.592008312388467,-6.560360877734853,13,,development,,,2021,,135
,,,-10.844440385169662,8.775748410636176,early_late,,0.7691183443106056,-2.5261079886698568,13,,development,,,2021,,142
,,,-9.161837985805086,8.865284610607363,early_late,,1.413531069402353,-9.024552406435252,13,,development,,,2021,,145
,,,5.470627293411753,-1.8797400055420883,early_late,,3.064867685314521,-6.0622798403624145,15,,development,,,2021,,147
,,,2.907307758660778,-4.399244317320697,early_late,,3.6563997337045495,-1.3854303316549246,13,,development,,,2021,,149
,,,0.9651038400663831,5.5852926358722215,early_late,,-11.503866579758167,-2.171702837068108,12,,development,,,2021,,150
,,,-2.6048608967735483,-0.8180054343010426,early_late,,2.2577310485866082,1.08989479127667,12,,development,,,2021,,151
,,,4.623185558999109,-4.42329231186172,early_late,,-1.9149879141169421,1.4171758285731197,12,,development,,,2021,,152
,,,-2.3724502677106254,4.199980608919382,early_late,,-6.676289498247369,9.275362785728548,13,,development,,,2021,,153
,,,-7.947774984866987,5.797934041446121,early_late,,-8.618298953699563,6.006703685268498,14,,development,,,2021,,154
,,,6.132091343404564,-2.9131194204155975,early_late,,4.81941638309723,-1.1271755870241507,11,,development,,,2021,,155
,,,10.666470686659492,2.7866594824653306,early_late,,5.742396111132547,3.5745598538226093,12,,development,,,2021,,158
,,,2.847403434874258,-3.16585520191379,early_late,,2.426493054985437,-4.186765581802609,10,,development,,,2021,,159
,,,-2.8085737819981227,-4.9484591913129305,early_late,,5.451373568279533,2.338114931491486,12,,development,,,2021,,16
,,,3.730903159796097,0.6856923959759378,early_late,,0.9005295390807433,-7.37939576437397,11,,development,,,2021,,160
,,,0.19068595304187924,5.177427316253835,early_late,,0.6741706328841246,-5.9390880039039216,10,,development,,,2021,,163
,,,7.456094535129835,1.5762833309356736,early_late,,4.115017139841383,-10.037352050281937,13,,development,,,2021,,164
,,,-0.1984742573628253,0.4217145384430114,early_late,,-7.272969942650054,6.892527133373339,12,,development,,,2021,,166
,,,4.935323313584102,-8.111154557276727,early_late,,6.99421333806806,-10.006956252575213,12,,development,,,2021,,167
,,,0.36859647536110496,-7.24466216142694,early_late,,-0.654780563623676,-1.0680392004117223,10,,development,,,2021,,171
,,,6.529906667996197,-2.883351968791851,early_late,,-1.1673257714678242,3.0194155917441297,10,,development,,,2021,,172
,,,1.6891188223886513,1.4759742848611548,early_late,,4.281644820504034,-4.219524770139239,12,,development,,,2021,,183
,,,8.347161568920859,-6.032649635273306,early_late,,-5.236141133100872,2.0960226095891894,12,,development,,,2021,,189
,,,5.434464107927721,-4.945347096266441,early_late,,-0.44556645956127994,1.687778636029687,13,,development,,,2021,,193
,,,-4.647530044732467,8.85130036462426,early_late,,-3.590364350820171,8.82869503048508,13,,development,,,2021,,194
,,,1.04761845851015,-3.9988594123506798,early_late,,3.2251457064035804,2.890642782426976,12,,development,,,2021,,195
,,,-0.8959137277494563,-10.72163327286492,early_late,,4.274623094366418,1.0424828761916234,14,,development,,,2021,,197
,,,3.672939874324492,2.126462003463665,early_late,,7.02589932006875,-1.9836127271974273,13,,development,,,2021,,2
,,,-0.9032038616490112,3.4435973427728,early_late,,0.7113941473928627,-0.9018644893951837,9,,development,,,2021,,2000
,,,1.4105176946968208,-5.469293509497341,early_late,,1.1032247873851744,-2.128915430789622,13,,development,,,2021,,2005
,,,-4.263797575643387,0.02305788682911884,early_late,,-3.1998431061018966,-0.034346030078503155,12,,development,,,2021,,2006
,,,-7.725076985675681,1.4687122774034347,early_late,,-5.319269186792626,3.8140759087983396,13,,development,,,2021,,201
,,,-17.272359932489994,1.3643814307219593,early_late,,-10.010782140094458,12.175959223117497,9,,development,,,2021,,2010
,,,-0.4858391136943503,-2.889037909272538,early_late,,-1.7740212498780266,0.41272011333392766,9,,development,,,2021,,2011
,,,1.207857335508828,-5.659575650533554,early_late,,-2.539341123849436,2.5140669060291843,11,,development,,,2021,,2016
,,,-4.109163822168084,-2.8223083596955796,early_late,,4.226238719014606,-1.7832733282515731,13,,development,,,2021,,202
,,,0.049212350054753884,-0.3479357664892809,early_late,,0.0862889143277421,2.5053482956329916,14,,development,,,2021,,2026
,,,-0.563789840806922,3.822951522405033,early_late,,-4.464801498316777,3.489987737863065,10,,development,,,2021,,2029
,,,-12.187741645049238,8.765780484089932,early_late,,6.0524420065694615,1.5512724159261901,12,,development,,,2021,,2032
,,,1.3054409294257363,2.7589630585649076,early_late,,0.03286863701482951,1.3090708754629392,13,,development,,,2021,,204
,,,-5.375042687477557,6.579746548702285,early_late,,3.128306020757402,3.0150473839693563,11,,development,,,2021,,2046
,,,1.8604580178754642,-2.352686519652032,early_late,,-1.1032675556333043,-3.398493888613767,13,,development,,,2021,,2050
,,,-3.8144653016959778,10.308371807451751,early_late,,0.23677087986139256,3.6235122430733466,11,,development,,,2021,,2065
,,,9.234209881471722,-7.779048755316326,early_late,,-6.918268402879239,-1.391487145527379,11,,development,,,2021,,2083
,,,2.380824686144312,6.00101348195015,early_late,,-2.1575148873730488,1.3413155219836799,12,,development,,,2021,,2084
,,,-0.26673720488148867,-8.379995841669535,early_late,,-1.5693979930553013,5.017343370156652,9,,development,,,2021,,2086
,,,2.963357086777969,14.91814632295781,early_late,,-0.15108263315293455,-5.0976746032743145,11,,development,,,2021,,2097
,,,2.093160372824074,-6.8754163151485335,early_late,,-1.1153952436487533,-9.12490729091493,14,,development,,,2021,,21
,,,-6.410182680453049,10.744606555726792,early_late,,-2.6238673066510736,1.7628740565608794,10,,development,,,2021,,2110
,,,-5.154777491906513,-5.5999882557266725,early_late,,3.154766287243489,3.7415076504554428,10,,development,,,2021,,2115
,,,-7.005222198837219,3.6149665969686193,early_late,,2.731816687899038,-4.849123930795709,13,,development,,,2021,,2116
,,,-6.157156680635275,-6.37030121816277,early_late,,0.7225428194075951,5.427316486427132,13,,development,,,2021,,2117
,,,2.9144565319424265,3.869245768122267,early_late,,-2.635202639786757,-2.080413403606916,10,,development,,,2021,,2127
,,,9.128827061559736,-4.417650809301093,early_late,,8.151876865014964,-5.000492325108356,13,,development,,,2021,,213
,,,0.6468215353125005,0.6782448473398942,early_late,,-0.533690917478666,-4.4003458218877,14,,development,,,2021,,2132
,,,4.392068061562176,-9.453142702257985,early_late,,-1.3296136644812577,-3.1095389679359715,11,,development,,,2021,,2142
,,,-13.076462301886215,8.31027906132574,early_late,,-3.7063520787578903,5.2803892844540625,10,,development,,,2021,,2166
,,,-8.93117432216693,1.8555670410450211,early_late,,-6.122860682823626,2.263880680388327,10,,development,,,2021,,2168
,,,-5.283077855944432,-8.146336492732479,early_late,,5.464950017539509,-1.5483086192485374,9,,development,,,2021,,2169
,,,-1.868904482553134,-0.4153823534139634,early_late,,-3.4964825851596224,-8.497652175802894,12,,development,,,2021,,218
,,,7.527715453470779,-7.685543183317267,early_late,,15.968318469876376,-10.64494016691167,10,,development,,,2021,,2181
,,,1.0342803068588493,3.3411413524905194,early_late,,-1.4717855555066859,-6.085044192294733,9,,development,,,2021,,2184
,,,9.281194365162731,-8.532064271625316,early_late,,4.20096182424272,-0.012296812545325863,10,,development,,,2021,,219
,,,-2.2228784982568572,-0.19609724090499844,early_late,,-4.03768957580131,0.015718454077311133,12,,development,,,2021,,2193
,,,10.206614708230571,0.9614039444104119,early_late,,5.896490410363723,-3.2167682264243234,11,,development,,,2021,,2197
,,,3.2657277782912892,-5.17948298552887,early_late,,-4.38105314899334,3.6723548808852797,11,,development,,,2021,,2198
,,,2.9255994711532503,-0.6208783997075784,early_late,,-8.033644917385706,3.3854144639195454,13,,development,,,2021,,2199
,,,-2.0152493517037384,7.159031103180799,early_late,,-6.453187721346999,3.171814917621062,14,,development,,,2021,,221
,,,-0.09596989803580484,-4.941180661855964,early_late,,0.47256316696526923,1.02597119684389,11,,development,,,2021,,2210
,,,2.6137898190811097,1.1405710764329673,early_late,,4.5181277898791805,-3.9522737040517235,13,,development,,,2021,,222
,,,4.894309173455496,1.514497969261334,early_late,,1.4502406369422538,-4.0509289537010185,12,,development,,,2021,,2226
,,,-3.093422255024413,5.8600998741147565,early_late,,-4.8077746426689965,-4.975610899978935,12,,development,,,2021,,2229
,,,-2.3740674942118813,2.948769614935846,early_late,,-10.266777031804581,9.119964331407372,11,,development,,,2021,,2230
,,,-6.549373515915565,5.773463593232163,early_late,,1.6709051924866336,5.057646555698588,10,,development,,,2021,,2241
,,,-7.974793574180121,-4.642629831490059,early_late,,4.119664611744,0.6815811359063945,13,,development,,,2021,,2247
,,,-5.777939871978755,10.4088014912332,early_late,,-13.445556554954901,10.941184808257052,10,,development,,,2021,,225
,,,-8.648897465430707,1.2836695485269112,early_late,,1.256619286770718,3.843360649982672,10,,development,,,2021,,2261
,,,3.16739494318145,1.3541363063934035,early_late,,-3.760600803460047,-5.067152879441522,11,,development,,,2021,,227
,,,3.14304919283652,4.297838429016361,early_late,,-7.554658504943621,4.332082858268333,11,,development,,,2021,,2277
,,,6.914868029595344,-15.891342707325537,early_late,,4.036037924903375,-3.4020455509342304,13,,development,,,2021,,228
,,,0.22083631226679828,-2.024374451553361,early_late,,11.565674068175005,-7.3809179019463755,11,,development,,,2021,,2287
,,,6.958076790557386,-5.971664228657311,early_late,,1.839464690033387,-11.106961242427122,14,,development,,,2021,,2294
,,,10.171030316432526,-0.4688550928822804,early_late,,-0.13598010289928406,-8.76775725820585,12,,development,,,2021,,2296
,,,2.374256920554694,-9.005554283639468,early_late,,3.8144795448415856,-3.020023379135021,12,,development,,,2021,,23
,,,-8.006992734731964,-3.720137272259462,early_late,,-2.0366714795987577,8.295492263091305,12,,development,,,2021,,2305
,,,1.118288627833029,-2.6879221090878556,early_late,,6.906866537361348,-3.1026455099048285,13,,development,,,2021,,2306
,,,-4.805835093292328,2.225588218735065,early_late,,-10.465058124318261,9.731373086078372,14,,development,,,2021,,2309
,,,4.657742971421248,-5.18746779239891,early_late,,-0.30222170472045384,0.08451965849150096,11,,development,,,2021,,231
,,,2.891172644890027,-4.5540381189301335,early_late,,-6.120126647575913,1.2666147156360403,10,,development,,,2021,,2320
,,,1.8214552542355988,-13.191803382552447,early_late,,9.90183422536284,-3.5447577447585394,11,,development,,,2021,,2329
,,,7.326557463064677,-0.3133279462501317,early_late,,-0.14542938035634556,-1.2586880171443926,12,,development,,,2021,,233
,,,7.830532800807746,1.7840549299469177,early_late,,-2.066990057980783,2.2092121804673255,13,,development,,,2021,,2335
,,,-7.599146166521879,-5.108261184406267,early_late,,2.284132177485745,2.270873540697699,10,,development,,,2021,,2341
,,,3.7911733768019373,7.411362172607775,early_late,,-5.41887240300252,3.7466246730208757,12,,development,,,2021,,2348
,,,-7.261516624183258,5.692005504955913,early_late,,3.335399335531332,-2.1657702551119393,12,,development,,,2021,,235
,,,3.8041174155513446,1.9589066517311842,early_late,,10.13530600305011,-3.644619300404606,11,,development,,,2021,,236
,,,5.863188515052111,-0.3500701217359342,early_late,,0.3049213098898754,-5.3083373268981715,10,,development,,,2021,,2368
,,,2.238344001332417,-0.006866762487743472,early_late,,7.027145334451395,-0.5861133023366513,10,,development,,,2021,,2377
,,,-3.0691857459661898,-9.282330283493687,early_late,,4.156465659311479,2.3219627353348726,12,,development,,,2021,,238
,,,-0.809489339203151,4.787311865218661,early_late,,-0.22568277647855056,-3.638941413266597,9,,development,,,2021,,2382
,,,-2.386600386896212,-1.0694627891545327,early_late,,4.33999536065161,-8.463573428951758,14,,development,,,2021,,239
,,,-4.168472472079074,2.358650124333375,early_late,,-1.9777732917180344,5.18772378430536,12,,development,,,2021,,2390
,,,-2.4973558636514,0.2894995988211046,early_late,,3.435387447504018,0.85444682880927,13,,development,,,2021,,2393
,,,6.409746484965045,3.648844028261717,early_late,,-3.7670439387264083,-6.434880196036349,12,,development,,,2021,,24
,,,-2.1866405352503313,-6.8221213942606,early_late,,1.5031713468417796,2.5565793767204,11,,development,,,2021,,2400
,,,-5.091162368710963,2.263626867468877,early_late,,-3.0884760485653153,4.631598647979971,11,,development,,,2021,,2405
,,,-14.942652040729314,5.84408932248264,early_late,,-3.284175115867827,0.10256624734412653,10,,development,,,2021,,2413
,,,2.980893148111426,-6.464317615708734,early_late,,4.86402496862409,0.7507663318360439,11,,development,,,2021,,2415
,,,-6.798238604458693,-6.844716475319522,early_late,,-0.6134077217565732,3.552089354266822,12,,development,,,2021,,242
,,,-0.7928839081899989,-6.127386832166603,early_late,,8.946993140748896,-0.05417644989437598,12,,development,,,2021,,2426
,,,2.789505400816855,-6.477927585225527,early_late,,-4.287376795822425,4.899364567389529,10,,development,,,2021,,2428
,,,2.7877904083428557,2.574645870815361,early_late,,-10.50154552927064,0.830618213419422,12,,development,,,2021,,2429
,,,-2.045691346540543,-4.592169217401371,early_late,,0.5621687386808395,0.7276658147042339,12,,development,,,2021,,2433
,,,2.3446153911062186,1.1314708535787215,early_late,,3.039196941315494,0.2046940173388879,12,,development,,,2021,,2439
,,,-1.1334527462396142,2.9867360495662223,early_late,,-3.293427616073591,5.411346050945945,13,,development,,,2021,,2440
,,,-3.607577223566854,7.915259885580873,early_late,,-3.0042380046876023,4.549170025191017,11,,development,,,2021,,2447
,,,-0.5649750907749997,4.18981414540484,early_late,,3.121360078625536,-6.99189855816251,11,,development,,,2021,,2448
,,,6.609877410782358,-4.003381226005691,early_late,,7.004299007342183,4.127151481665248,15,,development,,,2021,,2449
,,,5.418758325091662,-7.101876997671719,early_late,,6.964963941300257,-1.414847262893904,12,,development,,,2021,,245
,,,-0.22734732848467765,8.329513717146995,early_late,,-7.797204589917106,1.9895367732948472,9,,development,,,2021,,2450
,,,-4.369522660855619,-1.5827812976436655,early_late,,-3.1367745585150058,12.583300138030282,11,,development,,,2021,,2453
,,,6.130099446117656,-6.315111317702504,early_late,,-1.5289826549231502,-4.47557462504453,11,,development,,,2021,,2458
,,,-4.981494560428312,-1.6643569626866335,early_late,,-10.046420682834965,7.150010527561666,14,,development,,,2021,,2459
,,,7.880351010155039,0.9071322675068982,early_late,,7.131384737198938,-4.1485405662557735,12,,development,,,2021,,2460
,,,2.9458738495738936,-3.4993369142462654,early_late,,-6.351196527944192,3.7022115019344284,11,,development,,,2021,,2464
,,,3.336267141702038,-3.508943622118122,early_late,,-6.928137343845347,1.4586040193666057,11,,development,,,2021,,2466
,,,0.4392191814780309,-1.7519856774031939,early_late,,-2.9705702572214903,0.44848912408376257,14,,development,,,2021,,248
,,,-0.632810172010462,-0.029958288554498478,early_late,,-5.920207135853837,-1.0094902111714903,14,,development,,,2021,,2483
,,,-6.917094217678215,-5.130238755205711,early_late,,6.315347434030572,3.448692529621539,13,,development,,,2021,,249
,,,2.5348774432399206,-3.1782670942875755,early_late,,9.796650211340802,-3.704519379302471,12,,development,,,2021,,25
,,,-3.4949413598711994,4.627895749276528,early_late,,-1.3084038467810963,5.278337516430858,10,,development,,,2021,,2502
,,,-2.520327760332928,-2.1335863971209736,early_late,,-0.6033847967754605,-1.743270206090268,12,,development,,,2021,,2504
,,,-21.61895251665111,14.517788846560844,early_late,,-24.631905091426038,12.754836271785916,9,,development,,,2021,,2506
,,,9.158678571475036,-8.675824352501566,early_late,,-5.023811822480996,2.6011908164870663,13,,development,,,2021,,2509
,,,-1.053973357212546,17.018457519417463,early_late,,-3.141962917730819,0.35686749162590853,12,,development,,,2021,,251
,,,1.751181229054449,-6.176387894315546,early_late,,-6.8275770828915165,3.9812180582272587,13,,development,,,2021,,252
,,,-2.8969577745666357,-2.342168538386795,early_late,,-3.7741336191337225,-0.9873922559217689,10,,development,,,2021,,2523
,,,4.31769407374802,-16.462231229706692,early_late,,9.57878208212305,-5.867809887998329,12,,development,,,2021,,2529
,,,1.266940855871114,6.189777965018841,early_late,,-4.7344673967614455,1.6522739664505082,11,,development,,,2021,,253
,,,-0.7198504146672384,4.666890948544715,early_late,,-9.213105942968125,7.006968753577162,12,,development,,,2021,,2534
,,,-8.960495615170336,18.42624574804162,early_late,,-13.23746173233289,10.28931952501897,11,,development,,,2021,,2535
,,,-4.685308408071888,-3.0824565246159223,early_late,,1.4351910809551671,5.917336577066085,14,,development,,,2021,,254
,,,-11.753114586940749,18.107000003744446,early_late,,-11.567813994944755,10.676070225410056,13,,development,,,2021,,2545
,,,-9.14475203367681,3.610037202503031,early_late,,3.3246646478581283,3.5447393444034154,11,,development,,,2021,,2546
,,,1.6496418286522005,0.6078117632927251,early_late,,1.482398812068731,6.7262830324235425,14,,development,,,2021,,256
,,,-2.7332791181047553,4.386909677701081,early_late,,-7.141924732584823,8.19023901010524,12,,development,,,2021,,2567
,,,-7.228914761724314,2.437906389767449,early_late,,5.378915635126984,-7.252861520179581,12,,development,,,2021,,2569
,,,6.066372066426608,-5.578838697393554,early_late,,3.688718006133641,-1.4245406306544048,11,,development,,,2021,,257
,,,-0.24630683002706708,7.117611585304806,early_late,,0.13786004682076886,0.09602998146129339,14,,development,,,2021,,2571
,,,5.132549382310839,-6.580595155216656,early_late,,5.841096413591251,-2.4934065103853538,12,,development,,,2021,,2572
