season,subdivision,team_id,team_name,existing_aggregate_status,all_position_groups_observed,dl_edge_status,lb_status,db_status,existing_aggregate_impact,position_group_impact_sum,delta_position_sum_minus_aggregate,parity_passed,explanation
2021,fbs,2032,Arkansas State,partial,False,unresolved,unresolved,no_incoming_transfer_group,,,,,not compared: at least one group unresolved
2021,fbs,204,Oregon State,complete,True,complete,no_incoming_transfer_group,complete,0.8190268869778119,0.8190268869778119,0.0,True,compared: all three groups observed
2021,fbs,2050,Ball State,complete,True,no_incoming_transfer_group,no_incoming_transfer_group,complete,-0.6657145380813213,-0.6657145380813213,0.0,True,compared: all three groups observed
2021,fbs,2084,Buffalo,partial,False,complete,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,21,San Diego State,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2021,fbs,2116,UCF,complete,True,complete,no_incoming_transfer_group,complete,3.0107997958617556,3.0107997958617556,0.0,True,compared: all three groups observed
2021,fbs,2117,Central Michigan,complete,True,no_incoming_transfer_group,complete,no_incoming_transfer_group,-0.6038651056463974,-0.6038651056463974,0.0,True,compared: all three groups observed
2021,fbs,213,Penn State,partial,False,complete,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,2132,Cincinnati,complete,True,complete,complete,no_incoming_transfer_group,0.5421085634605151,0.5421085634605151,0.0,True,compared: all three groups observed
2021,fbs,218,Temple,partial,False,complete,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,2199,Eastern Michigan,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2021,fbs,221,Pittsburgh,complete,True,no_incoming_transfer_group,no_incoming_transfer_group,complete,-0.14878295627814503,-0.14878295627814503,0.0,True,compared: all three groups observed
2021,fbs,2226,Florida Atlantic,partial,False,unresolved,complete,no_incoming_transfer_group,,,,,not compared: at least one group unresolved
2021,fbs,2229,Florida International,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2021,fbs,2247,Georgia State,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2021,fbs,228,Clemson,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2021,fbs,2294,Iowa,no_usable_defensive_transfer,False,no_incoming_transfer_group,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,23,San José State,complete,True,no_incoming_transfer_group,complete,complete,-0.0868442488943425,-0.0868442488943425,0.0,True,compared: all three groups observed
2021,fbs,2305,Kansas,partial,False,complete,complete,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,2306,Kansas State,partial,False,complete,complete,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,2309,Kent State,complete,True,complete,no_incoming_transfer_group,complete,0.1321103222030094,0.1321103222030094,0.0,True,compared: all three groups observed
2021,fbs,2335,Liberty,partial,False,no_incoming_transfer_group,unresolved,complete,,,,,not compared: at least one group unresolved
2021,fbs,2348,Louisiana Tech,complete,True,no_incoming_transfer_group,no_incoming_transfer_group,complete,0.246792429736196,0.246792429736196,0.0,True,compared: all three groups observed
2021,fbs,235,Memphis,partial,False,complete,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,238,Vanderbilt,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2021,fbs,239,Baylor,partial,False,unresolved,no_incoming_transfer_group,no_incoming_transfer_group,,,,,not compared: at least one group unresolved
2021,fbs,2390,Miami,complete,True,complete,no_incoming_transfer_group,complete,3.4761329991955305,3.4761329991955305,0.0,True,compared: all three groups observed
2021,fbs,2393,Middle Tennessee,no_usable_defensive_transfer,False,unresolved,no_incoming_transfer_group,no_incoming_transfer_group,,,,,not compared: at least one group unresolved
2021,fbs,24,Stanford,complete,True,complete,no_incoming_transfer_group,no_incoming_transfer_group,-0.5400060748200173,-0.5400060748200173,0.0,True,compared: all three groups observed
2021,fbs,242,Rice,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2021,fbs,2426,Navy,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2021,fbs,2429,Charlotte,partial,False,complete,complete,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,2433,UL Monroe,partial,False,no_incoming_transfer_group,complete,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,2439,UNLV,partial,False,unresolved,no_incoming_transfer_group,no_incoming_transfer_group,,,,,not compared: at least one group unresolved
2021,fbs,2440,Nevada,partial,False,no_incoming_transfer_group,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,245,Texas A&M,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2021,fbs,2459,Northern Illinois,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2021,fbs,248,Houston,partial,False,unresolved,no_incoming_transfer_group,complete,,,,,not compared: at least one group unresolved
2021,fbs,2483,Oregon,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2021,fbs,249,North Texas,partial,False,complete,unresolved,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,25,California,partial,False,unresolved,no_incoming_transfer_group,complete,,,,,not compared: at least one group unresolved
2021,fbs,2509,Purdue,partial,False,complete,unresolved,complete,,,,,not compared: at least one group unresolved
2021,fbs,251,Texas,partial,False,complete,unresolved,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,252,BYU,partial,False,unresolved,no_incoming_transfer_group,complete,,,,,not compared: at least one group unresolved
2021,fbs,254,Utah,complete,True,no_incoming_transfer_group,complete,complete,-0.9061614214908476,-0.9061614214908476,0.0,True,compared: all three groups observed
2021,fbs,2567,SMU,partial,False,complete,complete,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,2572,Southern Miss,partial,False,complete,unresolved,complete,,,,,not compared: at least one group unresolved
2021,fbs,2579,South Carolina,partial,False,unresolved,unresolved,complete,,,,,not compared: at least one group unresolved
2021,fbs,258,Virginia,partial,False,complete,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,259,Virginia Tech,partial,False,complete,unresolved,complete,,,,,not compared: at least one group unresolved
2021,fbs,26,UCLA,partial,False,unresolved,unresolved,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,2628,TCU,complete,True,no_incoming_transfer_group,no_incoming_transfer_group,complete,0.6162201552130039,0.6162201552130039,0.0,True,compared: all three groups observed
2021,fbs,2633,Tennessee,partial,False,complete,complete,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,2636,UTSA,partial,False,unresolved,complete,complete,,,,,not compared: at least one group unresolved
2021,fbs,2638,UTEP,partial,False,no_incoming_transfer_group,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,264,Washington,complete,True,no_incoming_transfer_group,no_incoming_transfer_group,complete,1.7033661278628447,1.7033661278628447,0.0,True,compared: all three groups observed
2021,fbs,2641,Texas Tech,partial,False,complete,complete,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,2649,Toledo,partial,False,complete,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,265,Washington State,partial,False,no_incoming_transfer_group,complete,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,2653,Troy,partial,False,complete,unresolved,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,2655,Tulane,complete,True,complete,no_incoming_transfer_group,complete,2.889017783947846,2.889017783947846,0.0,True,compared: all three groups observed
2021,fbs,2711,Western Michigan,complete,True,complete,no_incoming_transfer_group,no_incoming_transfer_group,-0.12082915403896649,-0.12082915403896649,0.0,True,compared: all three groups observed
2021,fbs,275,Wisconsin,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2021,fbs,2751,Wyoming,complete,True,no_incoming_transfer_group,no_incoming_transfer_group,complete,-0.6657145380813213,-0.6657145380813213,0.0,True,compared: all three groups observed
2021,fbs,276,Marshall,partial,False,unresolved,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,277,West Virginia,complete,True,complete,no_incoming_transfer_group,no_incoming_transfer_group,0.5143078199535808,0.5143078199535808,0.0,True,compared: all three groups observed
2021,fbs,278,Fresno State,partial,False,unresolved,unresolved,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,290,Georgia Southern,partial,False,no_incoming_transfer_group,unresolved,no_incoming_transfer_group,,,,,not compared: at least one group unresolved
2021,fbs,295,Old Dominion,partial,False,unresolved,no_incoming_transfer_group,complete,,,,,not compared: at least one group unresolved
2021,fbs,30,USC,partial,False,complete,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,309,Louisiana,no_usable_defensive_transfer,False,no_incoming_transfer_group,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,324,Coastal Carolina,complete,True,complete,no_incoming_transfer_group,complete,-1.2057206129013385,-1.2057206129013385,0.0,True,compared: all three groups observed
2021,fbs,326,Texas State,partial,False,unresolved,unresolved,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,328,Utah State,partial,False,no_incoming_transfer_group,unresolved,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,333,Alabama,no_usable_defensive_transfer,False,no_incoming_transfer_group,unresolved,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,344,Mississippi State,complete,True,complete,no_incoming_transfer_group,complete,2.4283865821722297,2.4283865821722297,0.0,True,compared: all three groups observed
2021,fbs,349,Army,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2021,fbs,356,Illinois,partial,False,unresolved,unresolved,complete,,,,,not compared: at least one group unresolved
2021,fbs,36,Colorado State,partial,False,unresolved,no_incoming_transfer_group,complete,,,,,not compared: at least one group unresolved
2021,fbs,38,Colorado,partial,False,no_incoming_transfer_group,complete,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,41,UConn,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2021,fbs,5,UAB,partial,False,unresolved,complete,no_incoming_transfer_group,,,,,not compared: at least one group unresolved
2021,fbs,52,Florida State,partial,False,unresolved,unresolved,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,57,Florida,partial,False,unresolved,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,58,South Florida,partial,False,unresolved,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,59,Georgia Tech,partial,False,no_incoming_transfer_group,unresolved,complete,,,,,not compared: at least one group unresolved
2021,fbs,6,South Alabama,partial,False,no_incoming_transfer_group,complete,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,61,Georgia,complete,True,no_incoming_transfer_group,no_incoming_transfer_group,complete,3.9201103540540823,3.9201103540540823,0.0,True,compared: all three groups observed
2021,fbs,62,Hawai'i,partial,False,complete,unresolved,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,66,Iowa State,no_usable_defensive_transfer,False,no_incoming_transfer_group,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,68,Boise State,partial,False,no_incoming_transfer_group,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,77,Northwestern,no_usable_defensive_transfer,False,unresolved,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,8,Arkansas,partial,False,unresolved,no_incoming_transfer_group,complete,,,,,not compared: at least one group unresolved
2021,fbs,84,Indiana,complete,True,complete,no_incoming_transfer_group,complete,0.03704757324066543,0.03704757324066543,0.0,True,compared: all three groups observed
2021,fbs,87,Notre Dame,partial,False,no_incoming_transfer_group,unresolved,complete,,,,,not compared: at least one group unresolved
2021,fbs,9,Arizona State,partial,False,unresolved,complete,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,96,Kentucky,complete,True,no_incoming_transfer_group,complete,no_incoming_transfer_group,-0.0778550041490974,-0.0778550041490974,0.0,True,compared: all three groups observed
2021,fbs,97,Louisville,partial,False,unresolved,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,98,Western Kentucky,partial,False,unresolved,unresolved,unresolved,,,,,not compared: at least one group unresolved
2021,fbs,99,LSU,complete,True,no_incoming_transfer_group,complete,complete,1.1754774183375156,1.1754774183375156,0.0,True,compared: all three groups observed
2022,fbs,103,Boston College,complete,True,complete,no_incoming_transfer_group,no_incoming_transfer_group,-0.770888190859477,-0.770888190859477,0.0,True,compared: all three groups observed
2022,fbs,113,Massachusetts,partial,False,complete,unresolved,unresolved,,,,,not compared: at least one group unresolved
2022,fbs,12,Arizona,complete,True,complete,complete,complete,-1.7529347366169656,-1.7529347366169656,0.0,True,compared: all three groups observed
2022,fbs,120,Maryland,complete,True,complete,complete,no_incoming_transfer_group,1.48264156052686,1.4826415605268597,-2.220446049250313e-16,True,compared: all three groups observed
2022,fbs,127,Michigan State,complete,True,complete,complete,complete,4.6349557446358265,4.6349557446358265,0.0,True,compared: all three groups observed
2022,fbs,130,Michigan,partial,False,unresolved,no_incoming_transfer_group,no_incoming_transfer_group,,,,,not compared: at least one group unresolved
2022,fbs,135,Minnesota,partial,False,complete,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2022,fbs,142,Missouri,partial,False,unresolved,unresolved,unresolved,,,,,not compared: at least one group unresolved
2022,fbs,145,Ole Miss,partial,False,unresolved,unresolved,complete,,,,,not compared: at least one group unresolved
2022,fbs,150,Duke,partial,False,no_incoming_transfer_group,unresolved,complete,,,,,not compared: at least one group unresolved
2022,fbs,151,East Carolina,partial,False,unresolved,unresolved,complete,,,,,not compared: at least one group unresolved
2022,fbs,152,NC State,no_usable_defensive_transfer,False,no_incoming_transfer_group,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2022,fbs,153,North Carolina,complete,True,complete,complete,complete,2.185589548451699,2.185589548451699,0.0,True,compared: all three groups observed
2022,fbs,154,Wake Forest,partial,False,complete,unresolved,complete,,,,,not compared: at least one group unresolved
2022,fbs,158,Nebraska,partial,False,unresolved,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2022,fbs,164,Rutgers,complete,True,complete,no_incoming_transfer_group,no_incoming_transfer_group,0.12084639644761565,0.12084639644761565,0.0,True,compared: all three groups observed
2022,fbs,166,New Mexico State,partial,False,complete,unresolved,unresolved,,,,,not compared: at least one group unresolved
2022,fbs,167,New Mexico,complete,True,complete,no_incoming_transfer_group,complete,-1.536528972118226,-1.536528972118226,0.0,True,compared: all three groups observed
2022,fbs,183,Syracuse,partial,False,no_incoming_transfer_group,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2022,fbs,189,Bowling Green,partial,False,no_incoming_transfer_group,unresolved,complete,,,,,not compared: at least one group unresolved
2022,fbs,193,Miami (OH),complete,True,complete,complete,complete,-0.39045521053535837,-0.3904552105353583,5.551115123125783e-17,True,compared: all three groups observed
2022,fbs,194,Ohio State,partial,False,no_incoming_transfer_group,unresolved,complete,,,,,not compared: at least one group unresolved
2022,fbs,195,Ohio,complete,True,complete,no_incoming_transfer_group,no_incoming_transfer_group,-0.770888190859477,-0.770888190859477,0.0,True,compared: all three groups observed
2022,fbs,197,Oklahoma State,complete,True,complete,no_incoming_transfer_group,no_incoming_transfer_group,-0.770888190859477,-0.770888190859477,0.0,True,compared: all three groups observed
2022,fbs,2,Auburn,complete,True,complete,complete,complete,5.305438593289615,5.305438593289614,-8.881784197001252e-16,True,compared: all three groups observed
2022,fbs,2005,Air Force,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2022,fbs,2006,Akron,partial,False,complete,complete,unresolved,,,,,not compared: at least one group unresolved
2022,fbs,201,Oklahoma,complete,True,complete,complete,complete,6.057005051475925,6.057005051475926,8.881784197001252e-16,True,compared: all three groups observed
2022,fbs,202,Tulsa,partial,False,unresolved,no_incoming_transfer_group,no_incoming_transfer_group,,,,,not compared: at least one group unresolved
2022,fbs,2026,App State,partial,False,no_incoming_transfer_group,unresolved,complete,,,,,not compared: at least one group unresolved
2022,fbs,2032,Arkansas State,complete,True,complete,complete,complete,-2.4818260496613758,-2.4818260496613758,0.0,True,compared: all three groups observed
2022,fbs,204,Oregon State,no_usable_defensive_transfer,False,unresolved,no_incoming_transfer_group,no_incoming_transfer_group,,,,,not compared: at least one group unresolved
2022,fbs,2050,Ball State,complete,True,complete,no_incoming_transfer_group,complete,-0.4606498895974169,-0.4606498895974169,0.0,True,compared: all three groups observed
2022,fbs,2084,Buffalo,partial,False,complete,unresolved,complete,,,,,not compared: at least one group unresolved
2022,fbs,21,San Diego State,complete,True,complete,complete,no_incoming_transfer_group,2.1224622191598286,2.1224622191598286,0.0,True,compared: all three groups observed
2022,fbs,2116,UCF,partial,False,complete,unresolved,complete,,,,,not compared: at least one group unresolved
2022,fbs,2117,Central Michigan,complete,True,complete,no_incoming_transfer_group,no_incoming_transfer_group,0.89780153955376,0.89780153955376,0.0,True,compared: all three groups observed
2022,fbs,213,Penn State,complete,True,complete,no_incoming_transfer_group,no_incoming_transfer_group,-0.770888190859477,-0.770888190859477,0.0,True,compared: all three groups observed
2022,fbs,2132,Cincinnati,complete,True,complete,complete,no_incoming_transfer_group,1.775744178142641,1.775744178142641,0.0,True,compared: all three groups observed
2022,fbs,218,Temple,complete,True,complete,no_incoming_transfer_group,complete,-1.0833579770546942,-1.0833579770546942,0.0,True,compared: all three groups observed
2022,fbs,2199,Eastern Michigan,complete,True,no_incoming_transfer_group,complete,no_incoming_transfer_group,-0.23307599203499146,-0.23307599203499146,0.0,True,compared: all three groups observed
2022,fbs,221,Pittsburgh,complete,True,no_incoming_transfer_group,complete,no_incoming_transfer_group,-0.6918468119970305,-0.6918468119970305,0.0,True,compared: all three groups observed
2022,fbs,2226,Florida Atlantic,partial,False,unresolved,complete,unresolved,,,,,not compared: at least one group unresolved
2022,fbs,2229,Florida International,complete,True,complete,complete,complete,-1.5177269206332435,-1.5177269206332435,0.0,True,compared: all three groups observed
2022,fbs,2247,Georgia State,complete,True,no_incoming_transfer_group,no_incoming_transfer_group,complete,0.653230438711619,0.653230438711619,0.0,True,compared: all three groups observed
2022,fbs,228,Clemson,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2022,fbs,2294,Iowa,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2022,fbs,23,San José State,complete,True,no_incoming_transfer_group,no_incoming_transfer_group,complete,0.03378841977832425,0.03378841977832425,0.0,True,compared: all three groups observed
2022,fbs,2305,Kansas,partial,False,complete,complete,unresolved,,,,,not compared: at least one group unresolved
2022,fbs,2306,Kansas State,partial,False,no_incoming_transfer_group,complete,unresolved,,,,,not compared: at least one group unresolved
2022,fbs,2309,Kent State,partial,False,unresolved,no_incoming_transfer_group,complete,,,,,not compared: at least one group unresolved
2022,fbs,2335,Liberty,partial,False,complete,no_incoming_transfer_group,unresolved,,,,,not compared: at least one group unresolved
2022,fbs,2348,Louisiana Tech,partial,False,no_incoming_transfer_group,unresolved,unresolved,,,,,not compared: at least one group unresolved
2022,fbs,235,Memphis,partial,False,unresolved,unresolved,complete,,,,,not compared: at least one group unresolved
2022,fbs,238,Vanderbilt,complete,True,complete,complete,complete,0.7612719224281064,0.7612719224281064,0.0,True,compared: all three groups observed
2022,fbs,239,Baylor,complete,True,complete,complete,no_incoming_transfer_group,1.804516967199044,1.804516967199044,0.0,True,compared: all three groups observed
2022,fbs,2390,Miami,partial,False,unresolved,complete,unresolved,,,,,not compared: at least one group unresolved
2022,fbs,2393,Middle Tennessee,partial,False,no_incoming_transfer_group,unresolved,complete,,,,,not compared: at least one group unresolved
2022,fbs,24,Stanford,complete,True,no_incoming_transfer_group,no_incoming_transfer_group,complete,1.5405868719782239,1.5405868719782239,0.0,True,compared: all three groups observed
2022,fbs,242,Rice,partial,False,no_incoming_transfer_group,unresolved,complete,,,,,not compared: at least one group unresolved
2022,fbs,2426,Navy,no_incoming_defensive_transfer,True,no_incoming_transfer_group,no_incoming_transfer_group,no_incoming_transfer_group,0.0,0.0,0.0,True,compared: all three groups observed
2022,fbs,2429,Charlotte,partial,False,no_incoming_transfer_group,unresolved,no_incoming_transfer_group,,,,,not compared: at least one group unresolved
2022,fbs,2433,UL Monroe,partial,False,no_incoming_transfer_group,unresolved,complete,,,,,not compared: at least one group unresolved
2022,fbs,2439,UNLV,complete,True,complete,complete,no_incoming_transfer_group,-0.6082625713880407,-0.6082625713880407,0.0,True,compared: all three groups observed
2022,fbs,2440,Nevada,partial,False,unresolved,complete,complete,,,,,not compared: at least one group unresolved
2022,fbs,245,Texas A&M,complete,True,complete,no_incoming_transfer_group,no_incoming_transfer_group,-0.770888190859477,-0.770888190859477,0.0,True,compared: all three groups observed
2022,fbs,2459,Northern Illinois,no_usable_defensive_transfer,False,no_incoming_transfer_group,unresolved,no_incoming_transfer_group,,,,,not compared: at least one group unresolved
2022,fbs,248,Houston,partial,False,no_incoming_transfer_group,unresolved,no_incoming_transfer_group,,,,,not compared: at least one group unresolved
2022,fbs,2483,Oregon,partial,False,unresolved,no_incoming_transfer_group,complete,,,,,not compared: at least one group unresolved
2022,fbs,249,North Texas,partial,False,unresolved,complete,unresolved,,,,,not compared: at least one group unresolved
2022,fbs,25,California,partial,False,unresolved,complete,no_incoming_transfer_group,,,,,not compared: at least one group unresolved
2022,fbs,2509,Purdue,partial,False,complete,unresolved,complete,,,,,not compared: at least one group unresolved
2022,fbs,251,Texas,partial,False,no_incoming_transfer_group,unresolved,complete,,,,,not compared: at least one group unresolved
2022,fbs,252,BYU,complete,True,no_incoming_transfer_group,no_incoming_transfer_group,complete,-0.765640781258749,-0.765640781258749,0.0,True,compared: all three groups observed
2022,fbs,254,Utah,partial,False,no_incoming_transfer_group,unresolved,complete,,,,,not compared: at least one group unresolved
2022,fbs,256,James Madison,complete,True,no_incoming_transfer_group,no_incoming_transfer_group,complete,1.463044807466889,1.463044807466889,0.0,True,compared: all three groups observed
