season,subdivision,team_id,team_name,transfer_in_prior_usage_sum,transfer_in_prior_defensive_impact_db_sum,transfer_in_prior_defensive_impact_db_available,provenance_class
2026,fbs,2711,Western Michigan,0.06,-1.7271492681915024,1,retrospective_2026_reconstruction
2026,fbs,275,Wisconsin,1.195,0.0,0,retrospective_2026_reconstruction
2026,fbs,2751,Wyoming,1.1239999999999999,0.0,0,retrospective_2026_reconstruction
2026,fbs,276,Marshall,0.5619999999999999,-1.4378652379154127,1,retrospective_2026_reconstruction
2026,fbs,277,West Virginia,0.748,0.0,0,retrospective_2026_reconstruction
2026,fbs,278,Fresno State,0.265,-0.8270261100407543,1,retrospective_2026_reconstruction
2026,fbs,290,Georgia Southern,0.5579999999999999,0.9935711715606641,1,retrospective_2026_reconstruction
2026,fbs,295,Old Dominion,0.542,-0.08856838023809299,1,retrospective_2026_reconstruction
2026,fbs,30,USC,0.09,0.5601888268332762,1,retrospective_2026_reconstruction
2026,fbs,309,Louisiana,0.201,0.0,1,retrospective_2026_reconstruction
2026,fbs,324,Coastal Carolina,0.464,0.0,0,retrospective_2026_reconstruction
2026,fbs,326,Texas State,0.14300000000000002,0.0,0,retrospective_2026_reconstruction
2026,fbs,328,Utah State,0.269,0.0,0,retrospective_2026_reconstruction
2026,fbs,333,Alabama,0.125,0.07993405238891788,1,retrospective_2026_reconstruction
2026,fbs,338,Kennesaw State,1.1400000000000001,0.0,0,retrospective_2026_reconstruction
2026,fbs,344,Mississippi State,0.7,0.0,0,retrospective_2026_reconstruction
2026,fbs,349,Army,0.0,0.0,1,retrospective_2026_reconstruction
2026,fbs,356,Illinois,0.782,1.3125457211197316,1,retrospective_2026_reconstruction
2026,fbs,36,Colorado State,0.314,2.396688369522217,1,retrospective_2026_reconstruction
2026,fbs,38,Colorado,0.754,8.060305261434271,1,retrospective_2026_reconstruction
2026,fbs,41,UConn,0.982,-1.1751954195869614,1,retrospective_2026_reconstruction
2026,fbs,48,Delaware,0.22299999999999998,0.0,0,retrospective_2026_reconstruction
2026,fbs,5,UAB,0.181,0.0,0,retrospective_2026_reconstruction
2026,fbs,52,Florida State,1.2409999999999999,5.086590517965948,1,retrospective_2026_reconstruction
2026,fbs,55,Jacksonville State,0.20700000000000002,0.0,0,retrospective_2026_reconstruction
2026,fbs,57,Florida,0.9269999999999999,4.541066228514968,1,retrospective_2026_reconstruction
2026,fbs,58,South Florida,1.816,3.709428946906905,1,retrospective_2026_reconstruction
2026,fbs,59,Georgia Tech,0.699,1.6683430976387439,1,retrospective_2026_reconstruction
2026,fbs,6,South Alabama,0.046,-0.8851186763011722,1,retrospective_2026_reconstruction
2026,fbs,61,Georgia,0.20199999999999999,4.367623261570885,1,retrospective_2026_reconstruction
2026,fbs,62,Hawai'i,0.153,-0.2905018898850715,1,retrospective_2026_reconstruction
2026,fbs,66,Iowa State,1.736,0.0,0,retrospective_2026_reconstruction
2026,fbs,68,Boise State,0.246,0.8315356123398858,1,retrospective_2026_reconstruction
2026,fbs,77,Northwestern,1.246,3.124748894768046,1,retrospective_2026_reconstruction
2026,fbs,8,Arkansas,0.8140000000000001,0.0,0,retrospective_2026_reconstruction
2026,fbs,84,Indiana,1.028,0.0,0,retrospective_2026_reconstruction
2026,fbs,87,Notre Dame,0.06,-0.12935783407134138,1,retrospective_2026_reconstruction
2026,fbs,9,Arizona State,1.207,4.431176649709171,1,retrospective_2026_reconstruction
2026,fbs,96,Kentucky,0.513,0.0,0,retrospective_2026_reconstruction
2026,fbs,97,Louisville,1.2710000000000001,-0.15540368519341846,1,retrospective_2026_reconstruction
2026,fbs,98,Western Kentucky,0.362,0.0,0,retrospective_2026_reconstruction
2026,fbs,99,LSU,1.986,0.999028400723723,1,retrospective_2026_reconstruction
